ID_Punktu,Nazwa_Stacji,Adres,Latitude,Longitude,Handlowiec,Status,Ostatnia_Aktualizacja,Notatki
ORL-PL-2627663493,Orlen,"Stacja Orlen, Polska (współrzędne: 53.82112, 14.95941)",53.821120,14.959410,,Do zrobienia,,
ORL-PL-2638967323,Orlen,"Stacja Orlen, Polska (współrzędne: 53.79681, 17.96737)",53.796809,17.967371,,Do zrobienia,,
ORL-PL-2642822213,Orlen,"Stacja Orlen, Polska (współrzędne: 53.26881, 18.15771)",53.268810,18.157713,,Do zrobienia,,
ORL-PL-2667850184,Orlen,"Stacja Orlen, Polska (współrzędne: 51.24900, 22.58956)",51.249002,22.589558,,Do zrobienia,,
ORL-PL-2671309193,Stacja benzynowa ORLEN,"ul. Tadeusza Kościuszki, 34-123 Chocznia",49.868224,19.427707,,Do zrobienia,,
ORL-PL-2671385941,Orlen nr 0692,"Stacja Orlen, Polska (współrzędne: 54.10931, 23.33702)",54.109314,23.337024,,Do zrobienia,,
ORL-PL-2671735205,Orlen,"Stacja Orlen, Polska (współrzędne: 50.28539, 19.54773)",50.285394,19.547732,,Do zrobienia,,
ORL-PL-2678725185,Orlen,"Stacja Orlen, Polska (współrzędne: 49.74735, 19.97327)",49.747353,19.973267,,Do zrobienia,,
ORL-PL-2679091745,Orlen,"ul. Generała Władysława Sikorskiego 60, 18-100 Łapy",52.990169,22.881544,,Do zrobienia,,
ORL-PL-2687702572,Orlen,"ul. Ełcka, 19-200 Grajewo",53.653796,22.454862,,Do zrobienia,,
ORL-PL-2705313838,Orlen nr 7792,"Stacja Orlen, Polska (współrzędne: 50.95832, 19.17011)",50.958321,19.170112,,Do zrobienia,,
ORL-PL-2707866976,Orlen,"Stacja Orlen, Polska (współrzędne: 50.07095, 21.84931)",50.070950,21.849308,,Do zrobienia,,
ORL-PL-2723848479,Orlen,"ul. Księcia Witolda 79, 50-202 Wrocław",51.116418,17.022894,,Do zrobienia,,
ORL-PL-2737457679,Orlen,"Stacja Orlen, Polska (współrzędne: 50.06165, 21.69026)",50.061653,21.690260,,Do zrobienia,,
ORL-PL-2769301546,Orlen nr 910,"Stacja Orlen, Polska (współrzędne: 52.56068, 17.79279)",52.560683,17.792794,,Do zrobienia,,
ORL-PL-2776016227,Orlen,"ul. Warszawska 158, 09-540 Sanniki",52.335117,19.855088,,Do zrobienia,,
ORL-PL-2795525803,Orlen,"Stacja Orlen, Polska (współrzędne: 51.23314, 20.86466)",51.233139,20.864655,,Do zrobienia,,
ORL-PL-2818500152,Orlen,"Stacja Orlen, Polska (współrzędne: 52.43585, 21.04124)",52.435848,21.041237,,Do zrobienia,,
ORL-PL-2823959744,Orlen,"Stacja Orlen, Polska (współrzędne: 53.16932, 22.04985)",53.169324,22.049845,,Do zrobienia,,
ORL-PL-2840899480,ORLEN,"Stacja Orlen, Polska (współrzędne: 50.31591, 21.07668)",50.315912,21.076676,,Do zrobienia,,
ORL-PL-2841837643,Orlen,"Stacja Orlen, Polska (współrzędne: 50.33896, 21.06935)",50.338957,21.069353,,Do zrobienia,,
ORL-PL-2849193083,Orlen,"ul. Wojska Polskiego 179, 18-400 Łomża",53.172132,22.019351,,Do zrobienia,,
ORL-PL-2851360526,Orlen,"Stacja Orlen, Polska (współrzędne: 52.98813, 15.21039)",52.988133,15.210392,,Do zrobienia,,
ORL-PL-2864035255,Orlen nr 377,"Stacja Orlen, Polska (współrzędne: 50.89260, 15.70648)",50.892603,15.706478,,Do zrobienia,,
ORL-PL-2864164132,Orlen nr 471,"ul. 1 Maja 28, 18-200 Wysokie Mazowieckie",52.907319,22.511870,,Do zrobienia,,
ORL-PL-2870081383,Orlen nr 465,"ul. Poprzeczna 4, 74-400 Dębno",52.739557,14.714356,,Do zrobienia,,
ORL-PL-2871071022,Orlen,"Stacja Orlen, Polska (współrzędne: 53.36167, 15.41945)",53.361673,15.419447,,Do zrobienia,,
ORL-PL-2872430375,Orlen,"Stacja Orlen, Polska (współrzędne: 49.43887, 20.40675)",49.438868,20.406752,,Do zrobienia,,
ORL-PL-2876898504,Orlen,"Stacja Orlen, Polska (współrzędne: 50.69438, 22.41999)",50.694381,22.419991,,Do zrobienia,,
ORL-PL-2880287234,Orlen,"Stacja Orlen, Polska (współrzędne: 49.96328, 20.59898)",49.963278,20.598983,,Do zrobienia,,
ORL-PL-2895458706,Orlen,"ul. Skotnicka 242, Kraków",50.000796,19.863947,,Do zrobienia,,
ORL-PL-2899384708,Orlen,"Stacja Orlen, Polska (współrzędne: 53.56168, 22.28093)",53.561679,22.280930,,Do zrobienia,,
ORL-PL-2904185113,Orlen nr 522,"Stacja Orlen, Polska (współrzędne: 52.88820, 16.17947)",52.888204,16.179475,,Do zrobienia,,
ORL-PL-2908485340,Orlen nr 1154,"Stacja Orlen, Polska (współrzędne: 52.68265, 17.16486)",52.682654,17.164864,,Do zrobienia,,
ORL-PL-2909530808,Orlen,"ul. Zawadzka 40, 18-400 Łomża",53.167999,22.076851,,Do zrobienia,,
ORL-PL-2915692756,Orlen nr 4421,"Stacja Orlen, Polska (współrzędne: 53.15757, 17.26274)",53.157566,17.262739,,Do zrobienia,,
ORL-PL-2919266211,Orlen nr 7490,"Stacja Orlen, Polska (współrzędne: 50.56302, 22.69416)",50.563017,22.694160,,Do zrobienia,,
ORL-PL-2926756440,Orlen,ul. Adama Mickiewicza 23A,52.689433,15.073163,,Do zrobienia,,
ORL-PL-2933340301,Orlen,"Stacja Orlen, Polska (współrzędne: 51.21085, 22.64876)",51.210854,22.648763,,Do zrobienia,,
ORL-PL-2961924819,Orlen,"Stacja Orlen, Polska (współrzędne: 50.04102, 22.08384)",50.041016,22.083842,,Do zrobienia,,
ORL-PL-2961949773,Orlen,"ul. Wojska Polskiego 75, 18-500 Kolno",53.414394,21.910990,,Do zrobienia,,
ORL-PL-2963338548,Orlen,"ul. Wojska Polskiego 51, 18-500 Kolno",53.410536,21.928007,,Do zrobienia,,
ORL-PL-2973222424,Orlen nr 1369,"ul. Pleszewska 54, 63-313 Chocz",51.981515,17.860394,,Do zrobienia,,
ORL-PL-2993583296,Orlen,"Stacja Orlen, Polska (współrzędne: 50.47387, 22.83448)",50.473871,22.834484,,Do zrobienia,,
ORL-PL-2995389427,Orlen,"Stacja Orlen, Polska (współrzędne: 53.83291, 22.32767)",53.832905,22.327674,,Do zrobienia,,
ORL-PL-2998463642,Orlen (Petro Mazowsze),"ul. Płońska 6A, 05-190 Nasielsk",52.595378,20.798574,,Do zrobienia,,
ORL-PL-3001373718,Orlen,"Stacja Orlen, Polska (współrzędne: 50.48569, 23.04572)",50.485689,23.045718,,Do zrobienia,,
ORL-PL-3003678143,Orlen nr 1,"ul. Wrzesińska 2, 63-308 Gizałki",52.045660,17.763642,,Do zrobienia,,
ORL-PL-3023958508,Orlen,Czernichów,49.992171,19.689479,,Do zrobienia,,
ORL-PL-3027531711,Orlen,"Czarny Dunajec, 34-470",49.440736,19.853944,,Do zrobienia,,
ORL-PL-3030698420,Orlen,"Stacja Orlen, Polska (współrzędne: 52.36103, 21.24698)",52.361033,21.246981,,Do zrobienia,,
ORL-PL-3034800988,Orlen,08-470,51.872054,21.349111,,Do zrobienia,,
ORL-PL-3039745999,Orlen (Stacja Olsztyn),"ul. Zamkowa 153, 42-256 Przymiłowice",50.746929,19.320054,,Do zrobienia,,
ORL-PL-3051188630,Orlen,87-820,52.472244,19.306294,,Do zrobienia,,
ORL-PL-3064113049,Orlen,"Stacja Orlen, Polska (współrzędne: 50.33817, 19.25447)",50.338173,19.254475,,Do zrobienia,,
ORL-PL-3072870873,Orlen,87-162,53.079012,18.764278,,Do zrobienia,,
ORL-PL-3073095463,Orlen,"Stacja Orlen, Polska (współrzędne: 49.69500, 18.83027)",49.694998,18.830274,,Do zrobienia,,
ORL-PL-3103386775,Orlen nr 1355,"Stacja Orlen, Polska (współrzędne: 51.73549, 19.44274)",51.735494,19.442745,,Do zrobienia,,
ORL-PL-3130241611,Orlen,"Stacja Orlen, Polska (współrzędne: 50.21004, 18.96616)",50.210043,18.966165,,Do zrobienia,,
ORL-PL-3130295164,Orlen,"Stacja Orlen, Polska (współrzędne: 50.13007, 18.99493)",50.130071,18.994931,,Do zrobienia,,
ORL-PL-3143989836,Orlen,"Stacja Orlen, Polska (współrzędne: 52.61381, 20.38672)",52.613807,20.386722,,Do zrobienia,,
ORL-PL-3152645500,Orlen nr 1535,"ul. Wągrowiecka 21, 62-290 Mieścisko",52.746905,17.308877,,Do zrobienia,,
ORL-PL-3154418125,Orlen,"Stacja Orlen, Polska (współrzędne: 50.17039, 18.87007)",50.170388,18.870072,,Do zrobienia,,
ORL-PL-3180545163,Orlen nr 7263,"ul. Powstańców Wielkopolskich 26a, 63-810 Borek Wielkopolski",51.914485,17.229387,,Do zrobienia,,
ORL-PL-3180998370,Orlen nr 737,"Stacja Orlen, Polska (współrzędne: 51.71079, 17.21165)",51.710786,17.211650,,Do zrobienia,,
ORL-PL-3182697579,Orlen,"Stacja Orlen, Polska (współrzędne: 50.17644, 20.99538)",50.176438,20.995384,,Do zrobienia,,
ORL-PL-3183841232,Orlen nr 437,"Stacja Orlen, Polska (współrzędne: 51.90425, 17.73958)",51.904245,17.739584,,Do zrobienia,,
ORL-PL-3186981226,Orlen,"ul. Generała Władysława Sikorskiego 1, 39-400 Tarnobrzeg",50.564858,21.671281,,Do zrobienia,,
ORL-PL-3191480280,Orlen nr 1469,"ul. Rawicka, 63-910 Miejska Górka",51.645927,16.943414,,Do zrobienia,,
ORL-PL-3191480281,Orlen nr 296,"ul. Rydzyńska 1, 64-125 Poniec",51.760228,16.800842,,Do zrobienia,,
ORL-PL-3205806691,Orlen nr 4266,"ul. Władysława Łokietka 6, 49-300 Brzeg",50.856110,17.475327,,Do zrobienia,,
ORL-PL-3211406035,Orlen,"Stacja Orlen, Polska (współrzędne: 50.00944, 22.67598)",50.009439,22.675976,,Do zrobienia,,
ORL-PL-3212226562,Orlen,"Stacja Orlen, Polska (współrzędne: 51.12339, 17.02958)",51.123390,17.029582,,Do zrobienia,,
ORL-PL-3218062389,Orlen,"ul. Bazar 14, 06-200 Maków Mazowiecki",52.862837,21.108800,,Do zrobienia,,
ORL-PL-3224846067,Orlen nr 168,"ul. Zgorzelecka 24, 59-700 Bolesławiec",51.265270,15.549040,,Do zrobienia,,
ORL-PL-3233992490,Orlen,76-024,54.139764,16.169866,,Do zrobienia,,
ORL-PL-3246942726,Orlen,"Stacja Orlen, Polska (współrzędne: 50.71856, 19.15564)",50.718556,19.155643,,Do zrobienia,,
ORL-PL-3281907606,Orlen,"Stacja Orlen, Polska (współrzędne: 54.23646, 16.88992)",54.236457,16.889919,,Do zrobienia,,
ORL-PL-3293233596,Orlen nr 596,"ul. Gabriela Narutowicza, 97-500 Radomsko",51.079171,19.450566,,Do zrobienia,,
ORL-PL-3294303975,Orlen,"Stacja Orlen, Polska (współrzędne: 53.27623, 16.48595)",53.276226,16.485949,,Do zrobienia,,
ORL-PL-3301283297,Orlen nr 4398,"ul. Obrońców Lwowa 18, 64-100 Leszno",51.836472,16.573952,,Do zrobienia,,
ORL-PL-3301283298,Orlen nr 7409,"Stacja Orlen, Polska (współrzędne: 51.84361, 16.56247)",51.843609,16.562466,,Do zrobienia,,
ORL-PL-3302451118,Orlen nr 1362,"Stacja Orlen, Polska (współrzędne: 52.23069, 18.28777)",52.230695,18.287768,,Do zrobienia,,
ORL-PL-3302451119,Orlen nr 1330,"Stacja Orlen, Polska (współrzędne: 52.23473, 18.26791)",52.234733,18.267913,,Do zrobienia,,
ORL-PL-3302451121,Orlen nr 4158,"Stacja Orlen, Polska (współrzędne: 52.44527, 17.75891)",52.445265,17.758913,,Do zrobienia,,
ORL-PL-3304741874,Orlen nr 7251,"Stacja Orlen, Polska (współrzędne: 51.82811, 17.22876)",51.828113,17.228764,,Do zrobienia,,
ORL-PL-3305795779,Orlen nr 7363,"ul. Turecka 67, Malanów",51.958337,18.402959,,Do zrobienia,,
ORL-PL-3305795780,Orlen nr 327,"Stacja Orlen, Polska (współrzędne: 52.01152, 18.48785)",52.011517,18.487855,,Do zrobienia,,
ORL-PL-3306325248,Orlen nr 1157,"Stacja Orlen, Polska (współrzędne: 52.31001, 16.37889)",52.310010,16.378892,,Do zrobienia,,
ORL-PL-3306325250,Orlen nr 7470,"Stacja Orlen, Polska (współrzędne: 52.75730, 16.97802)",52.757295,16.978018,,Do zrobienia,,
ORL-PL-3306601540,Orlen nr 952,"Stacja Orlen, Polska (współrzędne: 52.96756, 17.10509)",52.967565,17.105095,,Do zrobienia,,
ORL-PL-3306601541,Orlen nr 1364,"Stacja Orlen, Polska (współrzędne: 52.50677, 16.73814)",52.506771,16.738144,,Do zrobienia,,
ORL-PL-3306601542,Orlen nr 4320,"Stacja Orlen, Polska (współrzędne: 52.59252, 15.89451)",52.592516,15.894511,,Do zrobienia,,
ORL-PL-3306601543,Orlen nr 1152,"Stacja Orlen, Polska (współrzędne: 52.90794, 16.97389)",52.907944,16.973885,,Do zrobienia,,
ORL-PL-3306601545,Orlen nr 1156,"Stacja Orlen, Polska (współrzędne: 53.02267, 17.11314)",53.022675,17.113137,,Do zrobienia,,
ORL-PL-3307427415,Orlen nr 4215,"ul. Kolska 4, 62-604 Kościelec",52.175230,18.577849,,Do zrobienia,,
ORL-PL-3307427416,Orlen nr 7444,"Stacja Orlen, Polska (współrzędne: 52.31285, 18.18167)",52.312849,18.181667,,Do zrobienia,,
ORL-PL-3307427417,Orlen nr 7561,"Stacja Orlen, Polska (współrzędne: 52.33895, 18.72059)",52.338947,18.720591,,Do zrobienia,,
ORL-PL-3307427418,Orlen nr 1344,"Stacja Orlen, Polska (współrzędne: 53.25326, 17.24627)",53.253265,17.246267,,Do zrobienia,,
ORL-PL-3307427419,Orlen nr 623,"Stacja Orlen, Polska (współrzędne: 53.35695, 17.03818)",53.356946,17.038181,,Do zrobienia,,
ORL-PL-3307802775,Orlen nr 7290,62-513,52.174197,18.452262,,Do zrobienia,,
ORL-PL-3307802776,Orlen nr 438,"Stacja Orlen, Polska (współrzędne: 52.21646, 16.36506)",52.216456,16.365055,,Do zrobienia,,
ORL-PL-3307802777,Orlen nr 4140,"Stacja Orlen, Polska (współrzędne: 52.34934, 17.46659)",52.349337,17.466590,,Do zrobienia,,
ORL-PL-3308217536,Orlen nr 7323,"Stacja Orlen, Polska (współrzędne: 51.91121, 16.18467)",51.911210,16.184668,,Do zrobienia,,
ORL-PL-3308633967,Orlen,"ul. Kiełczowska 76, 51-354 Wrocław",51.145822,17.139326,,Do zrobienia,,
ORL-PL-3309395934,Orlen nr 4349,"Stacja Orlen, Polska (współrzędne: 51.37043, 17.47477)",51.370433,17.474766,,Do zrobienia,,
ORL-PL-3310882707,Orlen nr 1470,"ul. Franciszka Stróżyńskiego 21a, 60-688 Poznań",52.457712,16.903891,,Do zrobienia,,
ORL-PL-3340621948,Orlen nr 781,"Stacja Orlen, Polska (współrzędne: 52.19999, 17.48424)",52.199990,17.484237,,Do zrobienia,,
ORL-PL-3358908990,Orlen,"Stacja Orlen, Polska (współrzędne: 50.51506, 20.72653)",50.515061,20.726534,,Do zrobienia,,
ORL-PL-3362081547,Orlen,"Stacja Orlen, Polska (współrzędne: 50.50915, 20.54615)",50.509146,20.546146,,Do zrobienia,,
ORL-PL-3362082538,Orlen,"Stacja Orlen, Polska (współrzędne: 50.52860, 20.53513)",50.528601,20.535133,,Do zrobienia,,
ORL-PL-3370845896,Orlen nr 4620,"ul. Aleja Wojska Polskiego 258, 42-200 Częstochowa",50.818868,19.139796,,Do zrobienia,,
ORL-PL-3374806694,Orlen,"ul. Przemysłowa 55, 28-340 Sędziszów",50.559474,20.026284,,Do zrobienia,,
ORL-PL-3395081908,Orlen,"ul. Mikołaja Kopernika 68, Białystok",53.123983,23.123701,,Do zrobienia,,
ORL-PL-3400602696,Orlen nr 7587,62-820,51.920443,18.117659,,Do zrobienia,,
ORL-PL-3412513693,Orlen,ul. Kolska Szosa 59,52.026589,18.527445,,Do zrobienia,,
ORL-PL-3437641066,Orlen,"Stacja Orlen, Polska (współrzędne: 50.23169, 19.14289)",50.231693,19.142890,,Do zrobienia,,
ORL-PL-3476402591,Orlen,"Stacja Orlen, Polska (współrzędne: 50.75509, 23.78438)",50.755090,23.784378,,Do zrobienia,,
ORL-PL-3509684836,Orlen nr 4015,"Stacja Orlen, Polska (współrzędne: 52.65006, 17.94808)",52.650058,17.948083,,Do zrobienia,,
ORL-PL-3516172486,Orlen nr 4432,"ul. Kwiatowa 1, 78-425 Biały Bór",53.901877,16.839847,,Do zrobienia,,
ORL-PL-3529281297,Orlen nr 316,"Stacja Orlen, Polska (współrzędne: 53.94018, 21.55750)",53.940182,21.557500,,Do zrobienia,,
ORL-PL-3541123598,Orlen,"Stacja Orlen, Polska (współrzędne: 52.99022, 17.47870)",52.990217,17.478700,,Do zrobienia,,
ORL-PL-3541123599,Orlen nr 263,"ul. Poznańska 23, 89-240 Kcynia",52.990128,17.478452,,Do zrobienia,,
ORL-PL-3544147502,Orlen nr 837,"Stacja Orlen, Polska (współrzędne: 53.35809, 17.48917)",53.358088,17.489168,,Do zrobienia,,
ORL-PL-3568644794,Orlen,"Stacja Orlen, Polska (współrzędne: 50.30177, 18.93665)",50.301774,18.936647,,Do zrobienia,,
ORL-PL-3579916005,Orlen nr 882,"ul. Gorzowska 2, 66-470 Kostrzyn nad Odrą",52.587988,14.655486,,Do zrobienia,,
ORL-PL-3583068719,Orlen nr 4388,"Stacja Orlen, Polska (współrzędne: 51.31739, 15.59732)",51.317390,15.597322,,Do zrobienia,,
ORL-PL-3599652246,Orlen nr 91,"Stacja Orlen, Polska (współrzędne: 51.80388, 19.42664)",51.803880,19.426644,,Do zrobienia,,
ORL-PL-3607359751,Orlen,"ul. Marii Curie-Skłodowskiej 14, Wrocław",51.112211,17.058459,,Do zrobienia,,
ORL-PL-3636545444,Orlen,"Stacja Orlen, Polska (współrzędne: 53.33073, 15.06477)",53.330734,15.064766,,Do zrobienia,,
ORL-PL-3638070098,Orlen,"Stacja Orlen, Polska (współrzędne: 51.56828, 15.04938)",51.568277,15.049384,,Do zrobienia,,
ORL-PL-3640290134,Orlen,"Stacja Orlen, Polska (współrzędne: 51.52750, 22.32613)",51.527497,22.326132,,Do zrobienia,,
ORL-PL-3649523549,Orlen,"Stacja Orlen, Polska (współrzędne: 50.80844, 21.41779)",50.808436,21.417790,,Do zrobienia,,
ORL-PL-3649523550,Orlen,"ul. Opatowska 5b, 27-400 Ostrowiec Świętokrzyski",50.921239,21.396565,,Do zrobienia,,
ORL-PL-3649775491,Orlen nr 7342,"ul. Krynicka 65, 33-335 Nawojowa",49.557118,20.751189,,Do zrobienia,,
ORL-PL-3650353940,Orlen,"Stacja Orlen, Polska (współrzędne: 50.64947, 21.45797)",50.649474,21.457966,,Do zrobienia,,
ORL-PL-3665654028,Orlen,"Stacja Orlen, Polska (współrzędne: 52.96133, 14.44423)",52.961333,14.444226,,Do zrobienia,,
ORL-PL-3668292894,Orlen nr 7700,"Stacja Orlen, Polska (współrzędne: 53.59448, 19.58362)",53.594477,19.583621,,Do zrobienia,,
ORL-PL-3670946736,Orlen,"Stacja Orlen, Polska (współrzędne: 50.95088, 23.18583)",50.950885,23.185828,,Do zrobienia,,
ORL-PL-3673654663,Orlen nr 858,"ul. Strzałowska 49, 71-730 Szczecin",53.461586,14.594446,,Do zrobienia,,
ORL-PL-3686608403,Orlen nr 1049,"Stacja Orlen, Polska (współrzędne: 52.53756, 18.50016)",52.537563,18.500156,,Do zrobienia,,
ORL-PL-3686608404,Orlen nr 833,"ul. Komunalna 21, 88-200 Radziejów",52.630238,18.528137,,Do zrobienia,,
ORL-PL-3690159650,Orlen,87-300,53.221868,19.384895,,Do zrobienia,,
ORL-PL-3703653672,Orlen,"Stacja Orlen, Polska (współrzędne: 51.92410, 17.63729)",51.924104,17.637286,,Do zrobienia,,
ORL-PL-3705695147,Orlen,"Stacja Orlen, Polska (współrzędne: 50.03045, 21.57041)",50.030445,21.570413,,Do zrobienia,,
ORL-PL-3715311446,Orlen nr 303,"Stacja Orlen, Polska (współrzędne: 52.30724, 16.12829)",52.307237,16.128287,,Do zrobienia,,
ORL-PL-3716116516,Orlen nr 7745,"Stacja Orlen, Polska (współrzędne: 52.14917, 18.27209)",52.149168,18.272091,,Do zrobienia,,
ORL-PL-3723437990,Orlen,"Stacja Orlen, Polska (współrzędne: 52.45117, 20.00815)",52.451174,20.008154,,Do zrobienia,,
ORL-PL-3726436651,Orlen,"Stacja Orlen, Polska (współrzędne: 54.39657, 18.57876)",54.396574,18.578763,,Do zrobienia,,
ORL-PL-3731559236,Orlen,"Stacja Orlen, Polska (współrzędne: 52.15833, 15.84231)",52.158333,15.842311,,Do zrobienia,,
ORL-PL-3744448127,Orlen,"Stacja Orlen, Polska (współrzędne: 50.09992, 18.55878)",50.099925,18.558775,,Do zrobienia,,
ORL-PL-3752237832,Orlen nr 4405,"Stacja Orlen, Polska (współrzędne: 52.65557, 18.92864)",52.655573,18.928638,,Do zrobienia,,
ORL-PL-3755854897,Orlen,"ul. Zagórska 2A, 72-320 Trzebiatów",54.056703,15.259339,,Do zrobienia,,
ORL-PL-3757622732,Orlen nr 735,"Stacja Orlen, Polska (współrzędne: 50.91401, 14.95512)",50.914007,14.955117,,Do zrobienia,,
ORL-PL-3757622733,Orlen nr 733,"Stacja Orlen, Polska (współrzędne: 51.03235, 15.05375)",51.032348,15.053751,,Do zrobienia,,
ORL-PL-3757622734,Orlen nr 7060,"ul. Armii Krajowej 71, 59-900 Zgorzelec",51.151663,15.019457,,Do zrobienia,,
ORL-PL-3758021861,Orlen nr 7400,"ul. Łużycka 87, 59-900 Zgorzelec",51.127374,15.015360,,Do zrobienia,,
ORL-PL-3766210457,Orlen,"ul. Drogowa Trasa Średnicowa 9, Świętochłowice",50.295263,18.895545,,Do zrobienia,,
ORL-PL-3832495295,Orlen,ul. Sadowa 8,50.723419,23.247938,,Do zrobienia,,
ORL-PL-3887067259,Orlen,"ul. Juliusza Słowackiego 123, 26-640 Skaryszew",51.323679,21.241756,,Do zrobienia,,
ORL-PL-3894049078,Orlen,"ul. Luksemburska 1, 64-100 Leszno",51.842875,16.599566,,Do zrobienia,,
ORL-PL-3900389433,Orlen,"ul. Jana Henryka Dąbrowskiego 18A, 15-872 Białystok",53.135979,23.144323,,Do zrobienia,,
ORL-PL-3903836727,Orlen nr 7560,"Stacja Orlen, Polska (współrzędne: 51.73654, 18.19356)",51.736536,18.193556,,Do zrobienia,,
ORL-PL-3903852530,Orlen nr 521,"Stacja Orlen, Polska (współrzędne: 51.65129, 18.43411)",51.651295,18.434113,,Do zrobienia,,
ORL-PL-3913109146,Orlen,"ul. Swojczycka 43, 51-501 Wrocław",51.113709,17.117188,,Do zrobienia,,
ORL-PL-3925304479,Orlen nr 7564,"ul. Jerzego Ofierskiego, 63-400 Ostrów Wielkopolski",51.655799,17.842585,,Do zrobienia,,
ORL-PL-3929565546,Orlen,"Stacja Orlen, Polska (współrzędne: 53.92674, 16.24774)",53.926738,16.247740,,Do zrobienia,,
ORL-PL-3967903352,Orlen,"ul. Poznańska 53A, 62-510 Konin",52.229227,18.226727,,Do zrobienia,,
ORL-PL-3968819154,Orlen nr 7588,62-420,52.318664,17.780018,,Do zrobienia,,
ORL-PL-3978677770,Orlen nr 718,"ul. Poznańska 137, 88-100 Inowrocław",52.778448,18.260603,,Do zrobienia,,
ORL-PL-3978677771,Orlen nr 102,"ul. Szosa Bydgoska 22, 88-100 Inowrocław",52.811161,18.241398,,Do zrobienia,,
ORL-PL-4009308078,Orlen,"ul. Bałtowska 187A, 27-400 Ostrowiec Świętokrzyski",50.955924,21.414663,,Do zrobienia,,
ORL-PL-4010765186,Orlen,"ul. Grunwaldzka 84, 84-230 Rumia",54.576072,18.379090,,Do zrobienia,,
ORL-PL-4015553115,Orlen nr 4404,"Stacja Orlen, Polska (współrzędne: 52.90055, 18.72428)",52.900550,18.724284,,Do zrobienia,,
ORL-PL-4024658965,Orlen nr 7125,87-731,52.795115,18.838878,,Do zrobienia,,
ORL-PL-4029010156,ORLEN,"ul. Warszawska 47, 26-225 Gowarczów",51.286132,20.441605,,Do zrobienia,,
ORL-PL-4043915255,Orlen,"Stacja Orlen, Polska (współrzędne: 49.85450, 20.64319)",49.854495,20.643187,,Do zrobienia,,
ORL-PL-4065900757,Orlen,"ul. Wrocławska 17, 67-100 Nowa Sól",51.798862,15.718331,,Do zrobienia,,
ORL-PL-4069249792,Orlen,"Stacja Orlen, Polska (współrzędne: 51.41352, 21.20477)",51.413523,21.204769,,Do zrobienia,,
ORL-PL-4097435030,Orlen nr 7762,"ul. Kazimierza Stefanowicza 116, 07-430 Myszyniec",53.368662,21.362247,,Do zrobienia,,
ORL-PL-4126703439,Orlen,ul. Grabiszyńska 187,51.098032,16.992777,,Do zrobienia,,
ORL-PL-4150690490,Orlen,"ul. 3 Maja 13, 99-320 Żychlin",52.249669,19.623735,,Do zrobienia,,
ORL-PL-4180303232,Orlen,"Stacja Orlen, Polska (współrzędne: 52.47088, 17.28521)",52.470882,17.285214,,Do zrobienia,,
ORL-PL-4197088347,Orlen,"ul. Ciechanowska, 09-110 Sochocin",52.692704,20.475099,,Do zrobienia,,
ORL-PL-4197175370,Orlen,"ul. Dworcowa 1, 99-100 Łęczyca",52.054212,19.203898,,Do zrobienia,,
ORL-PL-4200510889,Orlen,"Stacja Orlen, Polska (współrzędne: 51.39546, 20.50929)",51.395464,20.509295,,Do zrobienia,,
ORL-PL-4206751502,Orlen,ul. Warcisława IV 7,53.700456,16.700329,,Do zrobienia,,
ORL-PL-4209543059,Orlen,"Stacja Orlen, Polska (współrzędne: 52.67881, 22.50192)",52.678810,22.501915,,Do zrobienia,,
ORL-PL-4213517501,Orlen,"ul. 3 Maja 71, Poraj",50.682222,19.205526,,Do zrobienia,,
ORL-PL-4215083533,Orlen,28-305,50.723549,20.388176,,Do zrobienia,,
ORL-PL-4225434000,Orlen,"Stacja Orlen, Polska (współrzędne: 51.57020, 21.88838)",51.570197,21.888376,,Do zrobienia,,
ORL-PL-4271267387,Orlen,"Stacja Orlen, Polska (współrzędne: 50.50213, 20.48318)",50.502134,20.483182,,Do zrobienia,,
ORL-PL-4278290414,Orlen,"ul. Armii Krajowej, 05-600 Grójec",51.877701,20.863804,,Do zrobienia,,
ORL-PL-4303255406,Orlen,"Stacja Orlen, Polska (współrzędne: 50.02420, 22.71499)",50.024196,22.714993,,Do zrobienia,,
ORL-PL-4316758013,Orlen nr 4239,"Stacja Orlen, Polska (współrzędne: 51.66721, 17.80110)",51.667214,17.801101,,Do zrobienia,,
ORL-PL-4329136986,Orlen,"Stacja Orlen, Polska (współrzędne: 53.15800, 16.73858)",53.157999,16.738582,,Do zrobienia,,
ORL-PL-4335349245,Orlen nr 4408,"Stacja Orlen, Polska (współrzędne: 50.37011, 18.74177)",50.370109,18.741771,,Do zrobienia,,
ORL-PL-4336795589,Orlen,"Stacja Orlen, Polska (współrzędne: 53.91337, 19.92356)",53.913373,19.923558,,Do zrobienia,,
ORL-PL-4340742241,Orlen,"Stacja Orlen, Polska (współrzędne: 50.02323, 22.67484)",50.023227,22.674844,,Do zrobienia,,
ORL-PL-4347020690,Orlen,ul. Rokicińska,51.685963,19.669961,,Do zrobienia,,
ORL-PL-4386325227,Orlen,"ul. Rzeszowska 6, 36-200 Brzozów",49.705596,22.019246,,Do zrobienia,,
ORL-PL-4419655209,Orlen,"Stacja Orlen, Polska (współrzędne: 52.88699, 21.38890)",52.886994,21.388901,,Do zrobienia,,
ORL-PL-4450778816,Orlen,"ul. Żmigrodzka 145, Wrocław",51.149704,17.030207,,Do zrobienia,,
