OSM_ID,OSM_Type,SP,Nazwa,Adres,Latitude,Longitude,OSM_Version
786145670,way,,Orlen,"współrzędne: 52.09968, 21.27597",52.099679,21.275971,
800672312,way,,Orlen,"współrzędne: 53.63797, 20.77676",53.637970,20.776757,
818601160,way,,Orlen,"współrzędne: 52.65128, 19.06833",52.651279,19.068329,
826437752,way,,Orlen,"współrzędne: 49.88619, 20.10333",49.886190,20.103331,
828578065,way,,Orlen,"ul. Adama Mickiewicza 19B, 32-050 Skawina",49.975723,19.819781,
834308715,way,,Orlen,"współrzędne: 52.44507, 21.31785",52.445067,21.317853,
836915953,way,,Orlen,"współrzędne: 51.90959, 21.60513",51.909586,21.605127,
839112609,way,,Orlen,"współrzędne: 50.31920, 19.07867",50.319199,19.078666,
846039745,way,,Orlen Stacja Numer: 7662,"ul. Radomszczańska 15, 97-400 Bełchatów",51.324123,19.382511,
851964245,way,,Orlen,"współrzędne: 49.73655, 21.46627",49.736549,21.466268,
865280013,node,,Orlen,"ul. Częstochowska 1a, 42-270 Kłomnice",50.917248,19.334721,
872748693,way,,Orlen,"współrzędne: 51.41711, 15.90439",51.417108,15.904387,
873192903,way,,Orlen,"współrzędne: 50.29670, 19.10235",50.296703,19.102350,
878420626,way,,Orlen,"współrzędne: 54.21544, 16.18011",54.215439,16.180107,
885440966,node,,Orlen,"współrzędne: 49.71664, 19.68908",49.716640,19.689082,
888157206,way,,Orlen,"współrzędne: 50.56683, 16.53325",50.566832,16.533247,
888174753,way,,Orlen,"współrzędne: 50.75969, 19.22404",50.759692,19.224038,
888616507,way,,Orlen,"współrzędne: 54.72251, 18.41735",54.722515,18.417346,
889034923,way,,Orlen,"współrzędne: 50.32286, 19.10831",50.322862,19.108313,
895868616,way,,Orlen,"współrzędne: 52.29644, 16.24604",52.296440,16.246037,
900452986,node,,Orlen,"ul. Poznańska, 99-400 Łowicz",52.117124,19.965961,
900833581,way,,Orlen,"współrzędne: 52.22199, 20.98827",52.221994,20.988267,
906401793,way,,Orlen,"współrzędne: 51.57429, 18.93431",51.574290,18.934306,
906800724,way,,Orlen,"współrzędne: 50.08980, 19.91805",50.089801,19.918049,
911946031,way,,Orlen,"współrzędne: 53.20311, 18.37463",53.203106,18.374627,
915548755,way,,Orlen,"ul. Bielska 1145, 43-374 Buczkowice",49.737626,19.064129,
921817829,node,,Orlen,"współrzędne: 51.89004, 18.98140",51.890044,18.981401,
925843379,way,,Orlen,"współrzędne: 50.07486, 19.91025",50.074859,19.910251,
929704722,way,,Orlen,"współrzędne: 50.82236, 17.73935",50.822360,17.739352,
938150220,way,,Orlen,"współrzędne: 51.71887, 15.72867",51.718870,15.728669,
940379994,way,,Orlen,"współrzędne: 51.61419, 15.33076",51.614194,15.330762,
944777251,way,,Orlen,"współrzędne: 51.21411, 16.16317",51.214108,16.163170,
946083363,way,,Stacja Paliw Orlen,"współrzędne: 52.97341, 18.87778",52.973410,18.877784,
948359599,way,,Orlen,"współrzędne: 52.82125, 20.26102",52.821246,20.261024,
961605285,node,,Orlen,"współrzędne: 49.54441, 20.40435",49.544410,20.404349,
965244647,way,,Orlen,"ul. Aleksandra Zelwerowicza 27, 20-875 Lublin",51.277952,22.536064,
967078461,way,,Orlen,"współrzędne: 49.70684, 21.06750",49.706837,21.067495,
967276650,way,,Orlen,"współrzędne: 53.79692, 17.98285",53.796923,17.982850,
967761059,node,,Orlen,"współrzędne: 49.87792, 19.79615",49.877921,19.796149,
967773832,node,,Orlen,"współrzędne: 51.16103, 16.17014",51.161029,16.170139,
974680204,way,,Orlen,"współrzędne: 51.67610, 16.09917",51.676101,16.099171,
978124473,way,,Orlen,"współrzędne: 49.86621, 20.29914",49.866214,20.299139,
984754424,way,,Orlen,"współrzędne: 54.44304, 18.43012",54.443044,18.430124,
988385540,way,,Orlen,"współrzędne: 50.58157, 17.87227",50.581573,17.872268,
988755884,node,,Orlen,"współrzędne: 52.04073, 19.87586",52.040733,19.875857,
992022121,way,,Orlen,"współrzędne: 50.08909, 22.17351",50.089093,22.173513,
993104425,way,,Orlen,"współrzędne: 51.19404, 22.52650",51.194036,22.526499,
993927577,node,,Orlen,"współrzędne: 50.04447, 20.21758",50.044475,20.217575,
998086977,way,,Orlen,"współrzędne: 50.14414, 20.12815",50.144144,20.128155,
1001706387,way,,Orlen,"ul. Słupska 1, 76-220 Główczyce",54.612608,17.363066,
1008972774,way,,Orlen,"współrzędne: 52.51335, 17.59433",52.513349,17.594328,
1018475774,way,,Orlen,"współrzędne: 52.17140, 20.81231",52.171398,20.812312,
1029061743,way,,Orlen,26-065 Jaworznia Fabryczna,50.857995,20.504412,
1032032190,way,,Orlen,"współrzędne: 51.22860, 18.59776",51.228598,18.597765,
1036355564,way,,Orlen,"współrzędne: 50.82888, 23.88306",50.828878,23.883063,
1039484395,node,,Orlen,"współrzędne: 50.84321, 20.00189",50.843211,20.001891,
1041270540,way,,Orlen,"ul. Częstochowska 176-182, 62-800 Kalisz",51.726907,18.097180,
1042902172,way,,Orlen,"współrzędne: 50.58170, 17.87243",50.581698,17.872429,
1046627058,way,,Orlen,"współrzędne: 54.57989, 18.49453",54.579887,18.494530,
1047291518,way,,Orlen,"współrzędne: 53.56877, 14.83248",53.568772,14.832483,
1048569247,node,,Orlen,"współrzędne: 52.98653, 22.24476",52.986533,22.244764,
1050252592,way,,Orlen,"ul. Pomorska 70, 83-031 Kleszczewko",54.192378,18.633592,
1057801318,way,,Orlen,"współrzędne: 50.83952, 17.42243",50.839523,17.422434,
1066756625,way,,Paliwa BAQ,"współrzędne: 51.17562, 19.13406",51.175622,19.134056,
1066955151,way,,Orlen,"współrzędne: 53.58205, 20.18014",53.582055,20.180143,
1068649297,way,,Orlen,"współrzędne: 50.51580, 21.43594",50.515796,21.435939,
1069878935,node,,Orlen,"współrzędne: 53.68682, 16.93185",53.686823,16.931854,
1070346530,way,,Orlen,"współrzędne: 53.13736, 17.96215",53.137356,17.962148,
1075866194,way,,Orlen,"współrzędne: 51.14906, 19.00422",51.149057,19.004216,
1078044215,way,,Orlen,"współrzędne: 50.98757, 16.83279",50.987571,16.832787,
1079301878,node,,Orlen,"współrzędne: 53.53458, 15.55737",53.534580,15.557373,
1080111636,node,,Orlen,"współrzędne: 53.71752, 16.74075",53.717522,16.740750,
1080155840,way,,Orlen,"współrzędne: 50.06895, 19.97947",50.068948,19.979473,
1081664697,way,,Orlen,"współrzędne: 53.10436, 18.02797",53.104356,18.027968,
1082823407,way,,Orlen,"współrzędne: 50.76034, 19.06271",50.760345,19.062710,
1089815895,way,,Orlen,31-907 Kraków,50.069086,20.052462,
1095440516,way,,Orlen,"współrzędne: 50.30542, 18.63182",50.305422,18.631819,
1096813150,way,,Orlen,"współrzędne: 53.41900, 18.47536",53.418997,18.475359,
1115608199,way,,Orlen,"współrzędne: 50.05793, 21.99423",50.057934,21.994231,
1115807615,way,,Orlen,"współrzędne: 50.09802, 21.51998",50.098025,21.519977,
1115807616,way,,Orlen,"współrzędne: 50.09822, 21.51932",50.098222,21.519322,
1118100058,way,,Orlen,"współrzędne: 49.74503, 20.56783",49.745033,20.567832,
1119292075,node,,Orlen,"współrzędne: 53.09482, 21.59443",53.094823,21.594427,
1122655429,way,,Orlen,"współrzędne: 50.39369, 18.94596",50.393687,18.945955,
1124137748,way,,Orlen,"współrzędne: 53.57920, 17.87508",53.579200,17.875078,
1124961153,way,,Orlen,"współrzędne: 50.02392, 22.64049",50.023921,22.640490,
1140958910,node,,Orlen,"współrzędne: 49.53743, 22.22426",49.537432,22.224263,
1158548418,way,,Orlen,"współrzędne: 49.83458, 19.95108",49.834577,19.951079,
1160137537,way,,Orlen,"współrzędne: 50.49162, 17.98844",50.491616,17.988442,
1162471884,way,,Orlen,"ul. Zielonogórska 43B, 66-016 Czerwieńsk",52.003684,15.418263,
1163874906,node,,Orlen,"współrzędne: 51.74039, 19.42081",51.740394,19.420813,
1165685345,node,,Orlen,"ul. Lotnicza 11, Wrocław",51.128071,16.977136,
1174475270,node,,Orlen,"współrzędne: 52.10049, 20.61212",52.100488,20.612120,
1175552474,node,,Orlen,"współrzędne: 49.75636, 20.74841",49.756362,20.748406,
1182695829,way,,Orlen,"współrzędne: 51.75600, 21.76178",51.755997,21.761777,
1183766373,way,,Orlen,"współrzędne: 50.70912, 16.64844",50.709118,16.648443,
1191540344,way,,Orlen,"ul. Oławska 194b, 55-220 Jelcz-Laskowice",51.023398,17.324352,
1192470978,way,,Orlen,"współrzędne: 52.09551, 16.60988",52.095511,16.609883,
1200702059,way,,Orlen,"współrzędne: 50.98040, 20.66242",50.980397,20.662424,
1204181364,node,,Orlen,"współrzędne: 51.46827, 16.90694",51.468275,16.906943,
1206667594,way,,Orlen,"współrzędne: 51.98684, 21.19097",51.986843,21.190966,
1210854353,way,,Orlen,"współrzędne: 51.44451, 21.03572",51.444514,21.035716,
1212451526,way,,Orlen,"współrzędne: 51.08218, 19.18777",51.082177,19.187773,
1224836001,way,,Orlen,"współrzędne: 50.73019, 16.65727",50.730187,16.657271,
1229573786,node,,Orlen,"współrzędne: 51.90125, 19.60608",51.901246,19.606079,
1231020786,node,,"Stacja Paliw ""Wygoda""","współrzędne: 49.99561, 20.06458",49.995613,20.064582,
1239927210,way,,Orlen,"współrzędne: 54.36351, 16.67445",54.363509,16.674450,
1240625214,node,,Orlen,"współrzędne: 53.44679, 14.55118",53.446794,14.551176,
1242491595,node,,Orlen,"ul. Hilarego Filasiewicza 2, Cieszyn",49.756177,18.638836,
1247020732,way,,Orlen,"współrzędne: 50.02211, 21.97015",50.022111,21.970149,
1247021938,way,,Orlen,"współrzędne: 52.39781, 20.91900",52.397808,20.919003,
1251827805,way,,Orlen,"współrzędne: 54.03805, 19.07501",54.038049,19.075011,
1256658699,node,,Orlen,"współrzędne: 50.08799, 20.00551",50.087987,20.005514,
1271483562,way,,Orlen,"współrzędne: 50.06086, 19.45258",50.060860,19.452579,
1272476361,way,,Orlen,"współrzędne: 50.03425, 21.01326",50.034248,21.013262,
1276094385,way,,Orlen,"współrzędne: 52.61262, 18.90989",52.612622,18.909893,
1283660830,way,,Orlen,"współrzędne: 51.59419, 19.13416",51.594193,19.134163,
1290311520,node,,Orlen,"współrzędne: 50.46673, 17.20088",50.466728,17.200875,
1291565144,way,,Orlen,"współrzędne: 49.34647, 20.00269",49.346467,20.002689,
1298632496,way,,Orlen,"współrzędne: 50.86840, 20.62026",50.868402,20.620257,
1299745157,node,,Orlen,"współrzędne: 53.99871, 15.99127",53.998715,15.991269,
1306049322,way,,Orlen,"ul. Kluczborska 12, 46-220 Byczyna",51.108255,18.206406,
1317688770,way,,Paliwa BAQ,"współrzędne: 51.03123, 18.92528",51.031231,18.925277,
1318200110,way,,Orlen,"współrzędne: 49.95469, 18.61503",49.954689,18.615035,
1318201609,way,,Orlen,"współrzędne: 49.87804, 18.60084",49.878038,18.600844,
1318293613,way,,Orlen,"współrzędne: 49.93770, 18.58158",49.937700,18.581583,
1319108001,way,,Orlen,"ul. Powstania Styczniowego 44, 24-103 Żyrzyn",51.493642,22.065368,
1321674504,way,,Orlen,"współrzędne: 53.45361, 14.37594",53.453613,14.375941,
1322856359,node,,Orlen,"współrzędne: 51.27531, 16.70841",51.275315,16.708411,
1324829275,way,,Orlen,"współrzędne: 53.97120, 18.54368",53.971204,18.543682,
1332102173,node,,Orlen,"współrzędne: 53.65419, 23.34931",53.654186,23.349305,
1333196826,way,,Orlen,"współrzędne: 53.79273, 15.78185",53.792735,15.781853,
1341978193,node,,Orlen,"współrzędne: 53.90706, 19.73483",53.907060,19.734831,
1342957035,node,,Orlen,"współrzędne: 52.99994, 21.93035",52.999943,21.930350,
1357183516,node,,Orlen,"współrzędne: 53.75858, 20.48745",53.758577,20.487453,
1357299269,node,,Orlen,"współrzędne: 54.58074, 16.86263",54.580737,16.862632,
1364045014,way,,Orlen,"współrzędne: 53.95798, 18.54149",53.957983,18.541494,
1376304516,way,,Orlen,"współrzędne: 53.15953, 18.15671",53.159530,18.156715,
1380066202,node,,Orlen,"współrzędne: 54.02245, 14.75138",54.022446,14.751385,
1382097983,node,,Orlen,"współrzędne: 50.29792, 18.83096",50.297916,18.830956,
1385329959,node,,Orlen,"współrzędne: 53.94795, 15.53582",53.947953,15.535821,
1385330729,node,,Orlen,"współrzędne: 53.80485, 15.27092",53.804848,15.270922,
1389468431,way,,ORLEN,"współrzędne: 51.01836, 22.52344",51.018364,22.523441,
1392112496,way,,Orlen,"współrzędne: 51.29564, 18.17288",51.295645,18.172883,
1393006560,way,,Orlen,"współrzędne: 51.45759, 19.24022",51.457594,19.240217,
1393006562,way,,Orlen,"współrzędne: 51.45737, 19.24018",51.457374,19.240177,
1393853245,way,,Orlen,"współrzędne: 49.91795, 18.73558",49.917949,18.735583,
1400458471,node,,Orlen,"współrzędne: 52.69314, 23.83336",52.693135,23.833364,
1412706976,way,,Orlen,"współrzędne: 50.31627, 19.01172",50.316265,19.011720,
1416328036,way,,Orlen,"współrzędne: 53.58288, 23.10789",53.582881,23.107891,
1416710258,way,,Orlen,"współrzędne: 49.88392, 21.05314",49.883917,21.053144,
1420401187,way,,Tanc,"współrzędne: 50.94706, 18.82043",50.947058,18.820430,
1431815615,way,,Orlen,"współrzędne: 51.65949, 19.32379",51.659486,19.323795,
1433729446,node,,Orlen,"współrzędne: 50.32817, 20.03390",50.328167,20.033903,
1433729448,node,,Orlen,"współrzędne: 50.78075, 21.03992",50.780749,21.039925,
1433729453,node,,Orlen,"współrzędne: 51.03704, 21.82874",51.037043,21.828739,
1439322109,node,,Orlen,"współrzędne: 49.72453, 18.79473",49.724525,18.794730,
1445606806,way,,Orlen,"współrzędne: 52.13557, 20.61136",52.135571,20.611356,
1447360731,way,,Orlen,"współrzędne: 50.41295, 18.91991",50.412954,18.919907,
1447807001,way,,Orlen,"współrzędne: 52.65398, 19.04827",52.653984,19.048273,
1450407425,way,,Orlen,"współrzędne: 51.03397, 18.61613",51.033974,18.616134,
1452172004,way,,Orlen,"współrzędne: 54.20738, 17.94702",54.207377,17.947024,
1460599298,way,,Orlen,"współrzędne: 53.34329, 18.29580",53.343288,18.295800,
1470670427,node,,Orlen,"ul. Księdza Jana Gałeczki 46, 41-516 Chorzów",50.282719,18.959131,
1472739254,way,,Orlen,"współrzędne: 52.08269, 20.79256",52.082686,20.792563,
1473281279,way,,Orlen,"współrzędne: 50.51156, 18.29546",50.511564,18.295455,
1473433676,way,,Orlen,"współrzędne: 50.35770, 20.35417",50.357703,20.354166,
1475028806,node,,Orlen,"współrzędne: 52.22242, 21.24498",52.222415,21.244983,
1475642108,way,,Orlen,"współrzędne: 51.22046, 19.31075",51.220461,19.310754,
1475642109,way,,Orlen GAZ,"współrzędne: 51.22000, 19.31031",51.219998,19.310305,
1478750834,node,,ORLEN,"współrzędne: 50.57626, 18.13136",50.576256,18.131361,
1482140842,way,,Orlen,"współrzędne: 52.52150, 21.40861",52.521501,21.408607,
1488399735,way,,Orlen,"współrzędne: 50.81413, 20.49770",50.814125,20.497700,
1490999725,way,,Orlen,"współrzędne: 49.97209, 18.53660",49.972093,18.536601,
1492883444,node,,Orlen,"współrzędne: 51.98537, 19.91065",51.985366,19.910653,
1493872289,node,,Orlen,"współrzędne: 50.20288, 22.10339",50.202877,22.103389,
1497657887,node,,Orlen,"współrzędne: 53.29066, 22.29969",53.290661,22.299687,
1502812204,node,,Orlen,"współrzędne: 53.39596, 21.73481",53.395960,21.734809,
1507870451,way,,Orlen,"współrzędne: 49.83242, 20.95870",49.832418,20.958701,
1519474861,way,,Orlen,"współrzędne: 50.01691, 20.86224",50.016906,20.862239,
1559791130,node,,Orlen,"współrzędne: 52.01019, 21.27861",52.010188,21.278609,
1583519033,node,,Orlen,"współrzędne: 53.78476, 20.50589",53.784762,20.505891,
1588780711,node,,Orlen,"współrzędne: 51.57521, 21.56623",51.575208,21.566228,
1632330435,node,,Orlen,"współrzędne: 50.80301, 19.08714",50.803006,19.087137,
1662185490,node,,Orlen,"współrzędne: 51.80390, 22.18423",51.803901,22.184227,
1668851695,node,,Orlen,"współrzędne: 49.47949, 19.71176",49.479487,19.711757,
1675886914,node,,Orlen,"ul. Kroczymiech 22, 32-500 Chrzanów",50.127133,19.367990,
1716156789,node,,Orlen,"współrzędne: 52.06756, 15.61565",52.067560,15.615654,
1721079935,node,,Orlen,"współrzędne: 53.19068, 18.61419",53.190682,18.614187,
1740658528,node,,Orlen,"współrzędne: 49.69272, 21.77474",49.692720,21.774745,
1750328983,node,,Orlen,"ul. Rzemieślnicza 1, 55-114",51.213553,16.966249,
1765245447,node,,Orlen,"współrzędne: 53.16633, 22.05792",53.166327,22.057923,
1771310387,node,,Orlen,"współrzędne: 53.96109, 14.78494",53.961087,14.784940,
1780272267,node,,Orlen,"współrzędne: 50.15122, 19.44058",50.151223,19.440582,
1796401317,node,,Orlen,"współrzędne: 50.36894, 22.12658",50.368936,22.126582,
1802085181,node,,Orlen,"współrzędne: 50.47121, 16.69707",50.471213,16.697074,
1809363702,node,,Orlen,"współrzędne: 50.59188, 16.82702",50.591880,16.827019,
1809386868,node,,Orlen,"współrzędne: 53.64624, 21.56803",53.646238,21.568027,
1814085885,node,,Orlen,"współrzędne: 51.50929, 19.38556",51.509287,19.385560,
1832529698,node,,Orlen,"ul. Adama Mickiewicza, 96-300 Żyrardów",52.041362,20.454643,
1838154606,node,,Orlen,"współrzędne: 50.38380, 19.78158",50.383797,19.781584,
1841187469,node,,Orlen,"współrzędne: 53.85464, 20.96372",53.854638,20.963721,
1845133453,node,,Orlen,"współrzędne: 52.68690, 15.29263",52.686904,15.292634,
1847664749,node,,Orlen,"współrzędne: 51.85053, 16.52095",51.850529,16.520947,
1848573481,node,,Pronar,"współrzędne: 53.62590, 22.48459",53.625904,22.484591,
1851782356,node,,Orlen,"współrzędne: 50.01189, 18.47525",50.011888,18.475251,
1852773495,node,,Orlen,"współrzędne: 54.07807, 21.38777",54.078072,21.387768,
1853951910,node,,Orlen,"ul. Janusza Korczaka, 42-286 Koszęcin",50.633806,18.845531,
1881696890,node,,Orlen,"ul. Rolnicza 10, 22-600 Tomaszów Lubelski",50.436688,23.423143,
1894763639,node,,Orlen,"współrzędne: 50.77280, 21.43449",50.772804,21.434486,
1903103268,node,,Orlen,"współrzędne: 51.15776, 16.79013",51.157758,16.790129,
1905931840,node,,Orlen,"współrzędne: 50.07110, 19.89301",50.071103,19.893007,
1905991159,node,,Orlen,"współrzędne: 54.05576, 15.92324",54.055757,15.923235,
1911978991,node,,Orlen,"współrzędne: 53.11410, 17.95883",53.114095,17.958831,
1916266803,node,,Orlen,"ul. Białobórska, 77-304 Rzeczenica",53.762594,17.106853,
1921503364,node,,Orlen,"współrzędne: 50.37427, 18.78139",50.374265,18.781386,
1937701528,node,,Orlen,"współrzędne: 50.29435, 19.47199",50.294352,19.471986,
1941395278,node,,Orlen,"współrzędne: 53.33320, 15.04418",53.333198,15.044184,
2000577229,node,,Orlen,"współrzędne: 49.72363, 20.27973",49.723633,20.279732,
2007633922,node,,Orlen,"współrzędne: 49.83334, 22.23583",49.833342,22.235830,
2007655888,node,,Orlen,"ul. Adama Mickiewicza 18, 37-220 Kańczuga",49.988472,22.413304,
2007689812,node,,Orlen,"współrzędne: 50.91812, 22.66792",50.918118,22.667918,
2026418067,node,,Orlen,"współrzędne: 52.95894, 15.73387",52.958939,15.733870,
2050447076,node,,Orlen,"współrzędne: 50.36446, 20.03397",50.364456,20.033971,
2063837821,node,,Orlen,"współrzędne: 51.01832, 22.52333",51.018324,22.523332,
2069403448,node,,Orlen,"współrzędne: 50.20848, 17.82240",50.208483,17.822400,
2069682356,node,,Orlen,"współrzędne: 51.15674, 21.97309",51.156742,21.973094,
2082693576,node,,Orlen,"współrzędne: 50.07564, 22.25486",50.075638,22.254862,
2087339309,node,,Orlen,"współrzędne: 50.80835, 23.91362",50.808354,23.913618,
2092184410,node,,Orlen,"współrzędne: 51.39544, 21.11301",51.395437,21.113012,
2104827750,node,,Orlen,"współrzędne: 54.35001, 17.88921",54.350011,17.889211,
2106222778,node,,Orlen,"współrzędne: 51.04350, 20.82863",51.043496,20.828633,
2118187744,node,,Orlen,"współrzędne: 50.49459, 17.59243",50.494593,17.592431,
2119321410,node,,Orlen,"współrzędne: 52.74028, 15.26353",52.740284,15.263529,
2122766411,node,,Orlen,"współrzędne: 50.74020, 23.24857",50.740205,23.248574,
2122807076,node,,Orlen,"współrzędne: 50.73051, 23.27034",50.730515,23.270342,
2122819621,node,,Orlen,"współrzędne: 50.71410, 23.28533",50.714102,23.285334,
2125165439,node,,Orlen,"współrzędne: 52.03381, 23.06914",52.033808,23.069143,
2133479342,node,,Orlen,"ul. Warszawska, 96-500 Sochaczew",52.227845,20.251775,
2135892050,node,,Orlen,"współrzędne: 50.54068, 18.36119",50.540680,18.361187,
2141223154,node,,Stefaniuk,"współrzędne: 52.21196, 22.70412",52.211959,22.704118,
2184995821,node,,Orlen,"ul. Szczecińska 59b, 76-200 Słupsk",54.457281,16.993043,
2192157365,node,,Orlen,"współrzędne: 50.78029, 23.21946",50.780291,23.219458,
2196625179,node,,Orlen,"ul. Jeremiego Wiśniowieckiego 129, 33-300 Nowy Sącz",49.602563,20.727833,
2207124542,node,,Orlen,"współrzędne: 50.33442, 23.52140",50.334417,23.521403,
2213337581,node,,Stacja Paliw Orlen,"współrzędne: 50.66932, 17.97375",50.669315,17.973746,
2213751375,node,,Orlen,"współrzędne: 52.16483, 22.28366",52.164835,22.283660,
2261597684,node,,Orlen,"współrzędne: 53.11315, 18.06060",53.113151,18.060602,
2262029044,node,,Orlen,"ul. Henryka Sienkiewicza, 58-340 Głuszyca",50.698484,16.367238,
2281092351,node,,Orlen,"współrzędne: 50.25315, 23.13884",50.253150,23.138841,
2290296928,node,,Orlen,"współrzędne: 50.37881, 19.75415",50.378810,19.754153,
2291594625,node,,Orlen,"współrzędne: 50.92932, 22.24975",50.929317,22.249747,
2301759953,node,,Orlen,"współrzędne: 51.92727, 20.46339",51.927275,20.463390,
2324426410,node,,Orlen,"współrzędne: 50.27073, 19.58930",50.270729,19.589305,
2326314853,node,,Orlen,"współrzędne: 50.04688, 22.15325",50.046876,22.153248,
2331015800,node,,Orlen,"współrzędne: 50.07307, 18.37244",50.073074,18.372444,
2334313110,node,,Orlen,"ul. Tęczowa 5, Wrocław",51.106713,17.018209,
2349128059,node,,Orlen,"współrzędne: 54.27744, 17.09587",54.277438,17.095873,
2353750323,node,,Orlen,"współrzędne: 50.60376, 22.87867",50.603764,22.878666,
2366775227,node,,Orlen,"współrzędne: 52.00062, 22.76642",52.000618,22.766424,
2390920408,node,,Orlen,"współrzędne: 50.05656, 21.98848",50.056562,21.988483,
2396678843,node,,Orlen,"ul. Szczecińska 19, 76-251 Kobylnica",54.450990,16.967670,
2398349508,node,,Orlen,"współrzędne: 50.07378, 18.41562",50.073781,18.415619,
2398956274,node,,Orlen,"współrzędne: 53.28022, 15.31532",53.280222,15.315316,
2398956277,node,,Orlen,"współrzędne: 53.28865, 16.43888",53.288645,16.438880,
2399052513,node,,Orlen,"współrzędne: 53.92972, 18.31739",53.929718,18.317393,
2407186035,node,,Orlen,"współrzędne: 49.32118, 19.98531",49.321176,19.985313,
2408534407,node,,Orlen,"współrzędne: 53.20129, 22.09986",53.201286,22.099862,
2408542982,node,,Orlen,"współrzędne: 53.62940, 22.41412",53.629396,22.414117,
2416917044,node,,Orlen,"współrzędne: 52.06934, 19.48115",52.069341,19.481149,
2418775836,node,,Orlen,"współrzędne: 53.03124, 15.67448",53.031245,15.674480,
2423390410,node,,Orlen,"współrzędne: 50.68010, 17.87592",50.680096,17.875917,
2439608007,node,,Orlen,"współrzędne: 52.15429, 19.78582",52.154290,19.785825,
2454593560,node,,Orlen,"współrzędne: 49.84188, 19.92882",49.841882,19.928818,
2455867539,node,,Orlen,"współrzędne: 52.84551, 19.67044",52.845507,19.670439,
2458616003,node,,Orlen,"współrzędne: 53.44287, 14.57042",53.442868,14.570417,
2459051649,node,,Orlen,"współrzędne: 49.75186, 18.65698",49.751862,18.656981,
2462887985,node,,Orlen,"współrzędne: 51.04187, 17.12751",51.041868,17.127511,
2466984158,node,,Orlen,"współrzędne: 53.06573, 19.43505",53.065726,19.435050,
2473532288,node,,Orlen,"współrzędne: 49.92142, 19.88113",49.921424,19.881132,
2474956054,node,,Orlen,"współrzędne: 49.97095, 22.02633",49.970954,22.026327,
2478903134,node,,Orlen,"współrzędne: 50.88935, 21.86651",50.889354,21.866509,
2480911098,node,,Stacja paliw AMI Paliwa BAQ. Jakość grupy ORLEN.,"współrzędne: 51.52945, 17.96355",51.529450,17.963550,
2486413131,node,,Orlen,"ul. Jana Pawła II 31, 34-100 Radocza",49.918409,19.480828,
2496660506,node,,Orlen,"współrzędne: 49.65460, 19.81520",49.654599,19.815200,
2498628052,node,,Orlen,"współrzędne: 49.60841, 19.92797",49.608413,19.927966,
2516561112,node,,Orlen,"współrzędne: 54.04137, 21.77240",54.041369,21.772399,
2519316545,node,,Orlen,"współrzędne: 52.77145, 23.18422",52.771450,23.184224,
2520330026,node,,Orlen,"współrzędne: 54.19374, 16.18415",54.193743,16.184151,
2530678123,node,,Orlen,"współrzędne: 49.75537, 21.61976",49.755371,21.619759,
2547533868,node,,Orlen,"współrzędne: 49.95956, 22.80220",49.959565,22.802201,
2586606039,node,,Orlen,"ul. Czapliniecka 148, 97-400 Bełchatów",51.385625,19.341524,
2588795175,node,,Orlen,"ul. Cieszyńska, 43-241 Pszczyna",49.968365,18.926098,
2609099045,node,,Orlen,"współrzędne: 50.10570, 19.32437",50.105697,19.324366,
2624040531,node,,Orlen,"współrzędne: 51.33024, 16.66597",51.330239,16.665975,
2627663493,node,,Orlen,"współrzędne: 53.82112, 14.95941",53.821120,14.959410,
2638967323,node,,Orlen,"współrzędne: 53.79681, 17.96737",53.796809,17.967371,
2642822213,node,,Orlen,"współrzędne: 53.26881, 18.15771",53.268810,18.157713,
2667850184,node,,Orlen,"współrzędne: 51.24900, 22.58956",51.249002,22.589558,
2671309193,node,,Stacja benzynowa ORLEN,"ul. Tadeusza Kościuszki, 34-123 Chocznia",49.868224,19.427707,
2671735205,node,,Orlen,"współrzędne: 50.28539, 19.54773",50.285394,19.547732,
2678725185,node,,Orlen,"współrzędne: 49.74735, 19.97327",49.747353,19.973267,
2707866976,node,,Orlen,"współrzędne: 50.07095, 21.84931",50.070950,21.849308,
2737457679,node,,Orlen,"współrzędne: 50.06165, 21.69026",50.061653,21.690260,
2795525803,node,,Orlen,"współrzędne: 51.23314, 20.86466",51.233139,20.864655,
2818500152,node,,Orlen,"współrzędne: 52.43585, 21.04124",52.435848,21.041237,
2823959744,node,,Orlen,"współrzędne: 53.16932, 22.04985",53.169324,22.049845,
2840899480,node,,ORLEN,"współrzędne: 50.31591, 21.07668",50.315912,21.076676,
2841837643,node,,Orlen,"współrzędne: 50.33896, 21.06935",50.338957,21.069353,
2851360526,node,,Orlen,"współrzędne: 52.98813, 15.21039",52.988133,15.210392,
2871071022,node,,Orlen,"współrzędne: 53.36167, 15.41945",53.361673,15.419447,
2872430375,node,,Orlen,"współrzędne: 49.43887, 20.40675",49.438868,20.406752,
2876898504,node,,Orlen,"współrzędne: 50.69438, 22.41999",50.694381,22.419991,
2880287234,node,,Orlen,"współrzędne: 49.96328, 20.59898",49.963278,20.598983,
2899384708,node,,Orlen,"współrzędne: 53.56168, 22.28093",53.561679,22.280930,
2926756440,node,,Orlen,ul. Adama Mickiewicza 23A,52.689433,15.073163,
2933340301,node,,Orlen,"współrzędne: 51.21085, 22.64876",51.210854,22.648763,
2961924819,node,,Orlen,"współrzędne: 50.04102, 22.08384",50.041016,22.083842,
