ID_Punktu,Nazwa_Stacji,Adres,Latitude,Longitude,Handlowiec,Status,Ostatnia_Aktualizacja,Notatki,Audyt
ORL-PL-1,Orlen nr 1 (Grodzisk Mazowiecki),"ul. Żyrardowska 24, 05-825 Grodzisk Mazowiecki",52.045660,17.763642,,Do zrobienia,,,Tak
ORL-PL-5,Orlen nr 5 (Żukowo),"ul. Gdańska 39A, 83-330 Żukowo",54.342092,18.359560,,Do zrobienia,,,Tak
ORL-PL-6,Orlen nr 6 (Bydgoszcz),"ul. Szubińska 30a, 85-315 Bydgoszcz",53.112085,18.008149,,Do zrobienia,,,Nie
ORL-PL-8,Orlen nr 8 (Poznań),"ul. Małe Garbary 1A, 61-756 Poznań",52.411391,16.933896,,Do zrobienia,,,Nie
ORL-PL-9,Orlen nr 9 (Łódź),"ul. Aleja Grzegorza Palki 7, 91-725 Łódź",52.035332,19.109206,,Do zrobienia,,,Tak
ORL-PL-10,Orlen nr 10 (Kielce),"Żytnia, 25-018 Kielce",50.854457,20.566962,,Do zrobienia,,,Nie
ORL-PL-11,Orlen nr 11 (Rybnik),"ul. Piłsudskiego 2a, 44-200 Rybnik",50.106459,18.574948,,Do zrobienia,,,Nie
ORL-PL-12,Orlen nr 12 (Katowice),"ul. Murckowska 5, 40-266 Katowice",51.783839,19.402334,,Do zrobienia,,,Tak
ORL-PL-13,Orlen nr 13 (Cieszyn),"ul. Filasiewicza 2, 43-400 Cieszyn",49.756177,18.638836,,Do zrobienia,,,Nie
ORL-PL-14,Orlen nr 14 (Jabłonka),"ul. Podhalańska 37, 34-480 Jabłonka",52.299179,18.552329,,Do zrobienia,,,Tak
ORL-PL-15,Orlen nr 15 (Radom),"ul. Struga 102, 26-600 Radom",51.410269,21.182886,,Do zrobienia,,,Nie
ORL-PL-16,Orlen nr 16 (Łódź),"ul. Kusocińskiego 141, 94-054 Łódź",51.747316,19.382021,,Do zrobienia,,,Nie
ORL-PL-18,Orlen nr 18 (Konstancin-Jeziorna),"ul. Warszawska 4, 05-520 Konstancin-Jeziorna",52.092131,21.119556,,Do zrobienia,,,Tak
ORL-PL-19,Orlen nr 19 (Piaseczno),"ul. Okulickiego 1, 05-500 Piaseczno",52.082212,21.015585,,Do zrobienia,,,Nie
ORL-PL-20,Orlen nr 20 (Bydgoszcz),"ul. Bernardyńska 9, 85-029 Bydgoszcz",51.807810,18.738833,,Do zrobienia,,,Tak
ORL-PL-21,Orlen nr 21 (Gorzów Wielkopolski),"ul. Myśliborska 45, 66-400 Gorzów Wielkopolski",52.713688,15.256121,,Do zrobienia,,,Nie
ORL-PL-26,Orlen nr 26 (Piątnica Poduchowna),"ul. Stawiskowska 55, 18-421 Piątnica Poduchowna",51.973382,18.561182,,Do zrobienia,,,Tak
ORL-PL-27,Orlen nr 27 (Siemianowice Śląskie),"ul. Wyzwolenia 16, 41-103 Siemianowice Śląskie",52.393047,19.278529,,Do zrobienia,,,Tak
ORL-PL-29,Orlen nr 29 (Włocławek),"ul. Witosa 1, 87-800 Włocławek",52.664242,19.055571,,Do zrobienia,,,Tak
ORL-PL-31,Orlen nr 31 (Koszalin),"ul. Piłsudskiego 37A, 75-502 Koszalin",54.211481,16.181126,,Do zrobienia,,,Nie
ORL-PL-37,Orlen nr 37 (Karpacz),"ul. Konstytucji 3-go Maja 86, 58-540 Karpacz",50.774045,15.738907,,Do zrobienia,,,Nie
ORL-PL-38,Orlen nr 38 (Wrocław),"ul. Tęczowa 5, 53-601 Wrocław",51.106713,17.018209,,Do zrobienia,,,Nie
ORL-PL-46,Orlen nr 46 (Kraków),"ul. Wielicka 21, 30-552 Kraków",50.013259,19.966378,,Do zrobienia,,,Nie
ORL-PL-47,Orlen nr 47 (Krynica-Zdrój),"ul. Stara Droga 5, 33-380 Krynica-Zdrój",49.434075,20.950286,,Do zrobienia,,,Nie
ORL-PL-51,Orlen nr 51 (Szczecinek),"ul. Koszalińska 34, 78-400 Szczecinek",53.714604,16.683101,,Do zrobienia,,,Tak
ORL-PL-52,Orlen nr 52 (Włocławek),"ul. Chopina 53, 87-800 Włocławek",52.664242,19.055571,,Do zrobienia,,,Nie
ORL-PL-56,Orlen nr 56 (Węgierska Górka),"ul. Zielona 60, 34-350 Węgierska Górka",49.604630,19.116142,,Do zrobienia,,,Nie
ORL-PL-58,Orlen nr 58 (Sochaczew),"ul. Warszawska 82, 96-500 Sochaczew",52.227845,20.251775,,Do zrobienia,,,Nie
ORL-PL-59,Orlen nr 59 (Grójec),"ul. Armii Krajowej 41, 05-600 Grójec",51.877701,20.863804,,Do zrobienia,,,Nie
ORL-PL-61,Orlen nr 61 (Jarocin),"ul. Poznańska 28A, 63-200 Jarocin",51.980169,17.488045,,Do zrobienia,,,Nie
ORL-PL-63,Orlen nr 63 (Gdańsk),"ul. Dąbrowskiego 4, 80-802 Gdańsk",54.359013,18.640611,,Do zrobienia,,,Nie
ORL-PL-66,Orlen nr 66 (Zielona Góra),"ul. Wrocławska 36a, 65-218 Zielona Góra",51.934510,15.520080,,Do zrobienia,,,Nie
ORL-PL-71,Orlen nr 71 (Wąbrzeźno),"ul. Chełmińska 51, 87-200 Wąbrzeźno",53.270883,18.947018,,Do zrobienia,,,Nie
ORL-PL-72,Orlen nr 72 (Przemyśl),"ul. Sanocka 10, 37-700 Przemyśl",49.779081,22.758754,,Do zrobienia,,,Nie
ORL-PL-77,Orlen nr 77 (Miastko),"Słupska, 77-200 Miastko",52.241917,19.058356,,Do zrobienia,,,Tak
ORL-PL-78,Orlen nr 78 (Gdynia),"ul. Śląska 45, 81-310 Gdynia",54.513449,18.533597,,Do zrobienia,,,Nie
ORL-PL-80,Orlen nr 80 (Wrocław),"ul. B. Krzywoustego 172, 51-312 Wrocław",51.142375,17.091586,,Do zrobienia,,,Nie
ORL-PL-81,Orlen nr 81 (Kostomłoty),55-311 Kostomłoty,51.036892,16.584199,,Do zrobienia,,,Nie
ORL-PL-84,Orlen nr 84 (Warszawa),"ul. Sanguszki 2, 00-222 Warszawa",52.165868,21.015899,,Do zrobienia,,,Nie
ORL-PL-85,Orlen nr 85 (Wróblowice),55-330 Wróblowice,49.979574,19.952788,,Do zrobienia,,,Nie
ORL-PL-86,Orlen nr 86 (Łowicz),"ul. Prymasowska 12/18, 99-400 Łowicz",52.091267,19.918761,,Do zrobienia,,,Nie
ORL-PL-87,Orlen nr 87 (Sieradz),"ul. Jana Pawła II 61, 98-200 Sieradz",51.585850,18.721322,,Do zrobienia,,,Nie
ORL-PL-89,Orlen nr 89 (Łódź),"ul. Brzezińska 30, 92-103 Łódź",51.751739,19.535368,,Do zrobienia,,,Nie
ORL-PL-90,Orlen nr 90 (Łódź),"ul. Przybyszewskiego 327, 92-313 Łódź",51.765446,19.459900,,Do zrobienia,,,Tak
ORL-PL-91,Orlen nr 91 (Łódź),"ul. Św. Teresy 70/72, 91-348 Łódź",51.803880,19.426644,,Do zrobienia,,,Nie
ORL-PL-92,Orlen nr 92 (Chodkowo-Działki),"ul. Wyszogrodzka 19, 09-470 Chodkowo-Działki",52.401224,19.728023,,Do zrobienia,,,Nie
ORL-PL-93,Orlen nr 93 (Wieluń),"ul. Sieradzka 10, 98-300 Wieluń",51.222756,18.563270,,Do zrobienia,,,Nie
ORL-PL-96,Orlen nr 96 (Lublin),"ul. Piłsudskiego 24, 20-101 Lublin",51.237624,22.564402,,Do zrobienia,,,Nie
ORL-PL-97,Orlen nr 97 (Myślenice),"ul. Jana Sobieskiego 17C, 32-400 Myślenice",49.833981,19.948947,,Do zrobienia,,,Tak
ORL-PL-98,Orlen nr 98 (Zabrze),"ul. Wolności 508, 41-800 Zabrze",50.290910,18.781914,,Do zrobienia,,,Nie
ORL-PL-100,Orlen nr 100 (Świdnica),"ul. Esperantystów 14, 58-100 Świdnica",50.853911,16.495795,,Do zrobienia,,,Nie
ORL-PL-102,Orlen nr 102 (Inowrocław),"ul. Szosa Bydgoska 22, 88-100 Inowrocław",52.811161,18.241398,,Do zrobienia,,,Nie
ORL-PL-103,Orlen nr 103 (Gdów),"ul. Gdów (Rynek) 963, 32-420 Gdów",49.908178,20.199412,,Do zrobienia,,,Nie
ORL-PL-107,Orlen nr 107 (Busko-Zdrój),"ul. Wojska Polskiego 36, 28-100 Busko-Zdrój",50.476403,20.719018,,Do zrobienia,,,Tak
ORL-PL-108,Orlen nr 108 (Włoszczowa),"ul. Jędrzejowska 58A, 29-100 Włoszczowa",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-109,Orlen nr 109 (Zgorzelec),"ul. Słowiańska 1, 59-900 Zgorzelec",51.157332,15.028208,,Do zrobienia,,,Nie
ORL-PL-110,Orlen nr 110 (Kłodzko),"ul. Moniuszki 4, 57-303 Kłodzko",50.437621,16.658980,,Do zrobienia,,,Nie
ORL-PL-112,Orlen nr 112 (Boguszyn),"ul. Boguszyn 79, 57-300 Boguszyn",50.437621,16.658980,,Do zrobienia,,,Tak
ORL-PL-114,Orlen nr 114 (Zawiercie),"ul. Wojska Polskiego 48, 42-400 Zawiercie",50.487527,19.403624,,Do zrobienia,,,Nie
ORL-PL-115,Orlen nr 115 (Jastrzębie-Zdrój),"ul. Jagiełły 3, 44-330 Jastrzębie-Zdrój",51.738270,19.298658,,Do zrobienia,,,Tak
ORL-PL-118,Orlen nr 118 (Radom),"ul. Żółkiewskiego 12, 26-600 Radom",51.424853,21.161727,,Do zrobienia,,,Nie
ORL-PL-119,Orlen nr 119 (Sandomierz),"ul. Żwirki i Wigury, 27-600 Sandomierz",50.680354,21.756178,,Do zrobienia,,,Tak
ORL-PL-120,Orlen nr 120 (Radom),"ul. Kielecka 22/24A, 26-600 Radom",52.000000,19.000000,,Do zrobienia,,,Tak
ORL-PL-121,Orlen nr 121 (Warszawa),"ul. Orląt Lwowskich 69, 02-495 Warszawa",52.192803,20.859665,,Do zrobienia,,,Nie
ORL-PL-122,Orlen nr 122 (Poznań),"ul. Kościelna 35, 60-537 Poznań",52.385725,16.911067,,Do zrobienia,,,Nie
ORL-PL-124,Orlen nr 124 (Duszniki-Zdrój),"ul. Świerczewskiego 14A, 57-340 Duszniki-Zdrój",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-125,Orlen nr 125 (Bolesławiec),"ul. 1000-lecia 32, 59-700 Bolesławiec",51.260170,15.591777,,Do zrobienia,,,Tak
ORL-PL-126,Orlen nr 126 (Kudowa-Zdrój),"ul. Zdrojowa 28, 57-350 Kudowa-Zdrój",50.440396,16.240756,,Do zrobienia,,,Nie
ORL-PL-127,Orlen nr 127 (Miechów),"ul. Warszawska 56, 32-200 Miechów",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-129,Orlen nr 129 (Nowy Dwór Gdański),"ul. Warszawska 2, 82-100 Nowy Dwór Gdański",54.212585,19.106359,,Do zrobienia,,,Nie
ORL-PL-130,Orlen nr 130 (Szklarska Poręba),"ul. 1-go Maja 3A, 58-580 Szklarska Poręba",50.827084,15.523164,,Do zrobienia,,,Nie
ORL-PL-131,Orlen nr 131 (Limanowa),"ul. Krakowska 16, 34-600 Limanowa",49.720979,20.399308,,Do zrobienia,,,Nie
ORL-PL-132,Orlen nr 132 (Kraków),"ul. Zakopiańska 289, 30-435 Kraków",49.984220,19.912146,,Do zrobienia,,,Nie
ORL-PL-133,Orlen nr 133 (Prudnik),"ul. Powstańców Śl. 15, 48-200 Prudnik",50.326895,17.592931,,Do zrobienia,,,Tak
ORL-PL-135,Orlen nr 135 (Nowa Dęba),"Bieszczadzka, 39-460 Nowa Dęba",50.408820,21.754105,,Do zrobienia,,,Nie
ORL-PL-136,Orlen nr 136 (Krzywopłoty),"ul. Krzywopłoty 8, 78-230 Krzywopłoty",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-137,Orlen nr 137 (Biecz),"ul. Przedmieście Dolne 2, 38-340 Biecz",49.735431,21.264378,,Do zrobienia,,,Tak
ORL-PL-138,Orlen nr 138 (Kwidzyn),"ul. Sportowa 40, 82-500 Kwidzyn",53.716338,18.943055,,Do zrobienia,,,Nie
ORL-PL-139,Orlen nr 139 (Bytów),"ul. Gdańska 65, 77-100 Bytów",54.180752,17.497847,,Do zrobienia,,,Tak
ORL-PL-141,Orlen nr 141 (Rajcza),"ul. Ujsolska 16a, 34-370 Rajcza",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-142,Orlen nr 142 (Słupsk),"ul. Bałtycka 17, 76-200 Słupsk",54.457281,16.993043,,Do zrobienia,,,Tak
ORL-PL-143,Orlen nr 143 (Stargard Szczeciński),"ul. Szczecińska 51, 73-110 Stargard Szczeciński",53.339654,15.018038,,Do zrobienia,,,Nie
ORL-PL-144,Orlen nr 144 (Świnoujście),"ul. Wybrzeże Wład. IV 10, 72-600 Świnoujście",53.907606,14.260115,,Do zrobienia,,,Nie
ORL-PL-145,Orlen nr 145 (Tomaszów Lubelski),"ul. Zamojska 101, 22-600 Tomaszów Lubelski",50.461889,23.419373,,Do zrobienia,,,Nie
ORL-PL-148,Orlen nr 148 (Sędziszów),"ul. Przemysłowa 55, 28-340 Sędziszów",50.559474,20.026284,,Do zrobienia,,,Nie
ORL-PL-151,Orlen nr 151 (Suwałki),"ul. Pułaskiego 2, 16-400 Suwałki",54.109062,22.928556,,Do zrobienia,,,Nie
ORL-PL-153,Orlen nr 153 (Darłowo),"ul. M. Curie-Skłodowskiej 28, 76-150 Darłowo",54.417615,16.410661,,Do zrobienia,,,Nie
ORL-PL-154,Orlen nr 154 (Barnisław),"124, 72-001 Barnisław",53.338675,14.423613,,Do zrobienia,,,Tak
ORL-PL-155,Orlen nr 155 (Wolin),"ul. Zamkowa 1, 72-510 Wolin",53.845228,14.613612,,Do zrobienia,,,Nie
ORL-PL-157,Orlen nr 157 (Pniewy),"ul. Poznańska 40, 62-045 Pniewy",52.504961,16.275599,,Do zrobienia,,,Nie
ORL-PL-160,Orlen nr 160 (Warka),"ul. Obwodowa 12, 05-660 Warka",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-161,Orlen nr 161 (Czarna Białostocka),"ul. Białostocka 12, 16-020 Czarna Białostocka",53.297258,23.297902,,Do zrobienia,,,Nie
ORL-PL-162,Orlen nr 162 (Namysłów),"Oleśnicka, 46-100 Namysłów",51.084570,17.705074,,Do zrobienia,,,Nie
ORL-PL-163,Orlen nr 163 (Oleśnica),"ul. pl. Staszica 1, 56-400 Oleśnica",51.212657,17.383349,,Do zrobienia,,,Nie
ORL-PL-165,Orlen nr 165 (Chełmno),"ul. Łunawska 3, 86-200 Chełmno",53.348408,18.444317,,Do zrobienia,,,Tak
ORL-PL-166,Orlen nr 166 (Trzebnica),"ul. Wrocławska 14, 55-100 Trzebnica",51.300471,17.058724,,Do zrobienia,,,Nie
ORL-PL-167,Orlen nr 167 (Mysłowice),"ul. Katowicka 77, 41-400 Mysłowice",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-168,Orlen nr 168 (Bolesławiec),"ul. Zgorzelecka 24, 59-700 Bolesławiec",51.265270,15.549040,,Do zrobienia,,,Nie
ORL-PL-169,Orlen nr 169 (Zgorzelec),"ul. Warszawska 30A, 59-900 Zgorzelec",51.144647,15.009252,,Do zrobienia,,,Nie
ORL-PL-174,Orlen nr 174 (Opole),"ul. Ozimska 206, 45-310 Opole",50.687354,17.811911,,Do zrobienia,,,Nie
ORL-PL-175,Orlen nr 175 (Głubczyce),"ul. Wrocławska 22, 48-100 Głubczyce",52.066945,19.470188,,Do zrobienia,,,Tak
ORL-PL-177,Orlen nr 177 (Tczew),"ul. Al. Solidarności 2, 83-110 Tczew",54.074541,18.777220,,Do zrobienia,,,Tak
ORL-PL-178,Orlen nr 178 (Wołów),"ul. Żeromskiego 35, 56-100 Wołów",52.092268,19.045217,,Do zrobienia,,,Tak
ORL-PL-179,Orlen nr 179 (Lębork),"ul. I Armii W.P. 13, 84-300 Lębork",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-183,Orlen nr 183 (Wałcz),"ul. Podleśna 1, 78-600 Wałcz",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-185,Orlen nr 185 (Białystok),"ul. Sikorskiego 35, 15-667 Białystok",53.134214,23.100585,,Do zrobienia,,,Nie
ORL-PL-186,Orlen nr 186 (Lubień Kujawski),"ul. 19-go Stycznia 24, 87-840 Lubień Kujawski",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-187,Orlen nr 187 (Jasło),"ul. 3-go Maja 90, 38-200 Jasło",49.728196,21.455454,,Do zrobienia,,,Nie
ORL-PL-188,Orlen nr 188 (Olkusz),"ul. Spółdzielcza 1 b, 32-300 Olkusz",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-189,Orlen nr 189 (Kraśnik),"ul. Lubelska 139, 23-200 Kraśnik",50.931403,22.219847,,Do zrobienia,,,Tak
ORL-PL-191,Orlen nr 191 (Warszawa),"Surowieckiego, 02-784 Warszawa",52.324971,19.365225,,Do zrobienia,,,Tak
ORL-PL-192,Orlen nr 192 (Hrubieszów),"ul. Chełmska 2, 22-500 Hrubieszów",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-193,Orlen nr 193 (Lublin),"ul. Al. Kraśnicka 116A, 20-718 Lublin",51.234747,22.490565,,Do zrobienia,,,Nie
ORL-PL-194,Orlen nr 194 (Przeworsk),"ul. Łańcucka 46, 37-200 Przeworsk",51.892346,18.520747,,Do zrobienia,,,Tak
ORL-PL-196,Orlen nr 196 (Mikołów),"ul. Gliwicka 1, 43-190 Mikołów",52.421637,19.336415,,Do zrobienia,,,Tak
ORL-PL-197,Orlen nr 197 (Katowice),"ul. Bogucicka 11, 40-226 Katowice",50.262386,19.043685,,Do zrobienia,,,Nie
ORL-PL-200,Orlen nr 200 (Lubliniec),"ul. Lisowicka 23, 42-700 Lubliniec",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-201,Orlen nr 201 (Kluczbork),"ul. Wołczyńska 1, 46-200 Kluczbork",50.986081,18.209801,,Do zrobienia,,,Nie
ORL-PL-202,Orlen nr 202 (Warszawa),"ul. Migdałowa (r.Rosoła) 2, 02-796 Warszawa",51.994159,18.604927,,Do zrobienia,,,Tak
ORL-PL-203,Orlen nr 203 (Zgierz),"ul. Czarna 1, 95-100 Zgierz",51.850993,19.443312,,Do zrobienia,,,Nie
ORL-PL-206,Orlen nr 206 (Pińczów),"ul. Nowowiejska 37, 28-400 Pińczów",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-207,Orlen nr 207 (Kielce),"Konopnickiej, 25-406 Kielce",50.881525,20.650171,,Do zrobienia,,,Nie
ORL-PL-208,Orlen nr 208 (Iłża),"ul. Dr. Anki, 27-100 Iłża",51.167371,21.232443,,Do zrobienia,,,Nie
ORL-PL-211,Orlen nr 211 (Mieszkowice),"ul. Warszawska 15, 74-505 Mieszkowice",52.787633,14.493967,,Do zrobienia,,,Nie
ORL-PL-212,Orlen nr 212 (Warszawa),"ul. Radzymińska 283, 03-694 Warszawa",52.292748,21.079028,,Do zrobienia,,,Nie
ORL-PL-213,Orlen nr 213 (Krobia),"ul. Poznańska 40, 63-840 Krobia",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-216,Orlen nr 216 (Kościerzyna),"ul. Wojska Polskiego, 83-400 Kościerzyna",54.116707,17.964396,,Do zrobienia,,,Nie
ORL-PL-217,Orlen nr 217 (Szczecin),"Bogumińska, 71-744 Szczecin",53.371858,14.605912,,Do zrobienia,,,Nie
ORL-PL-218,Orlen nr 218 (Pasłęk),"ul. Westerplatte 31, 14-400 Pasłęk",54.056057,19.658076,,Do zrobienia,,,Nie
ORL-PL-219,Orlen nr 219 (Police),"ul. Tanowska 8, 72-010 Police",53.514992,14.568290,,Do zrobienia,,,Nie
ORL-PL-220,Orlen nr 220 (Morąg),"ul. Dąbrowskiego 47, 14-300 Morąg",53.907813,19.935260,,Do zrobienia,,,Nie
ORL-PL-221,Orlen nr 221 (Ustka),"ul. Grunwaldzka 1, 76-270 Ustka",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-222,Orlen nr 222 (Tomaszów Mazowiecki),"ul. Św. Antoniego 92/94, 97-200 Tomaszów Mazowiecki",51.520856,20.019596,,Do zrobienia,,,Nie
ORL-PL-223,Orlen nr 223 (Częstochowa),"ul. Al. Wojska Polskiego 107, 42-200 Częstochowa",50.768990,19.163187,,Do zrobienia,,,Nie
ORL-PL-224,Orlen nr 224 (Sosnowiec),"ul. 11 Listopada, 41-219 Sosnowiec",50.272230,19.178051,,Do zrobienia,,,Nie
ORL-PL-227,Orlen nr 227 (Wikłów),"ul. Wikłów 59, 42-282 Wikłów",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-228,Orlen nr 228 (Wrocław),"ul. Ślężna 88A, 53-301 Wrocław",51.083416,17.025101,,Do zrobienia,,,Nie
ORL-PL-229,Orlen nr 229 (Brodnica),"ul. 18-go Stycznia 1, 87-100 Brodnica",53.021836,18.645840,,Do zrobienia,,,Nie
ORL-PL-230,Orlen nr 230 (Mikołów),"ul. Gliwicka 98, 43-195 Mikołów",50.220744,18.828061,,Do zrobienia,,,Nie
ORL-PL-231,Orlen nr 231 (Piła),"ul. Poznańska 32, 64-920 Piła",53.134980,16.753160,,Do zrobienia,,,Nie
ORL-PL-232,Orlen nr 232 (Wągrowiec),"ul. Kcyńska 56, 62-100 Wągrowiec",52.815608,17.218533,,Do zrobienia,,,Nie
ORL-PL-234,Orlen nr 234 (Bochnia),"ul. Brzeska 42, 32-700 Bochnia",51.780379,19.283571,,Do zrobienia,,,Tak
ORL-PL-236,Orlen nr 236 (Bielsko-Biała),"ul. Warszawska 357, 43-300 Bielsko-Biała",49.859030,19.022980,,Do zrobienia,,,Tak
ORL-PL-238,Orlen nr 238 (Nowy Sącz),"ul. Tarnowska 32, 33-300 Nowy Sącz",49.632811,20.692360,,Do zrobienia,,,Nie
ORL-PL-239,Orlen nr 239 (Legnica),"Spokojna, 59-220 Legnica",51.209495,16.130915,,Do zrobienia,,,Nie
ORL-PL-240,Orlen nr 240 (Nowa Ruda),"ul. Niepodległości 45a, 57-400 Nowa Ruda",51.794759,19.030951,,Do zrobienia,,,Tak
ORL-PL-241,Orlen nr 241 (Nowa Sól),"ul. Wrocławska 17, 67-100 Nowa Sól",51.798862,15.718331,,Do zrobienia,,,Nie
ORL-PL-242,Orlen nr 242 (Warszawa),"ul. Spisaka 1A, 05-816 Warszawa",52.181600,20.885635,,Do zrobienia,,,Tak
ORL-PL-243,Orlen nr 243 (Warszawa),"ul. Dolna 1, 00-773 Warszawa",52.224096,21.059460,,Do zrobienia,,,Nie
ORL-PL-247,Orlen nr 247 (Żory),"ul. Kościuszki 35, 44-240 Żory",50.049390,18.701320,,Do zrobienia,,,Tak
ORL-PL-248,Orlen nr 248 (Rybnik),"ul. Wyzwolenia 44, 44-200 Rybnik",50.106459,18.574948,,Do zrobienia,,,Nie
ORL-PL-249,Orlen nr 249 (Olesno),"ul. Wielkie Przedmieście 1A, 46-300 Olesno",50.875052,18.416157,,Do zrobienia,,,Nie
ORL-PL-250,Orlen nr 250 (Brzeg),"ul. Karola Szymanowskiego 15, 49-300 Brzeg",50.841676,17.473284,,Do zrobienia,,,Nie
ORL-PL-252,Orlen nr 252 (Chełmża),"ul. Ch.Przedmieście 2, 87-140 Chełmża",51.670845,18.583314,,Do zrobienia,,,Tak
ORL-PL-253,Orlen nr 253 (Skwierzyna),"ul. Międzyrzecka 1A, 66-440 Skwierzyna",52.598388,15.506177,,Do zrobienia,,,Nie
ORL-PL-254,Orlen nr 254 (Dobrodzień),"ul. Opolska 45a, 46-380 Dobrodzień",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-255,Orlen nr 255 (Racibórz),"ul. 1-go Maja 2, 47-400 Racibórz",50.079939,18.192733,,Do zrobienia,,,Nie
ORL-PL-257,Orlen nr 257 (Opole),"ul. Al. Piłsudskiego 4, 45-706 Opole",50.691209,17.791543,,Do zrobienia,,,Nie
ORL-PL-260,Orlen nr 260 (Warszawa),"ul. Wyścigowa 2, 02-681 Warszawa",51.755286,19.325585,,Do zrobienia,,,Tak
ORL-PL-261,Orlen nr 261 (Wisła),"ul. 1-go Maja 50, 43-460 Wisła",49.647278,18.868592,,Do zrobienia,,,Nie
ORL-PL-263,Orlen nr 263 (Kcynia),"ul. Poznańska 23, 89-240 Kcynia",52.990128,17.478452,,Do zrobienia,,,Nie
ORL-PL-265,Orlen nr 265 (Lądek-Zdrój),"ul. Kłodzka 54, 57-540 Lądek-Zdrój",50.342993,16.856642,,Do zrobienia,,,Nie
ORL-PL-267,Orlen nr 267 (Giżycko),"ul. Al. 1 Maja 20, 11-500 Giżycko",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-269,Orlen nr 269 (Kłomnice),"ul. Częstochowska 1a, 42-270 Kłomnice",50.917248,19.334721,,Do zrobienia,,,Nie
ORL-PL-272,Orlen nr 272 (Lipno),"ul. 3-go Maja 1A, 87-600 Lipno",52.846947,19.178824,,Do zrobienia,,,Tak
ORL-PL-276,Orlen nr 276 (Złota Woda),26-025 Złota Woda,50.776706,21.094893,,Do zrobienia,,,Nie
ORL-PL-277,Orlen nr 277 (Czersk),"ul. Starogardzka 29, 89-650 Czersk",51.928287,18.778967,,Do zrobienia,,,Tak
ORL-PL-278,Orlen nr 278 (Rzuchów),"ul. Pstrąska 1, 44-285 Rzuchów",52.192986,18.942243,,Do zrobienia,,,Tak
ORL-PL-279,Orlen nr 279 (Sępólno Krajeńskie),"ul. Sienkiewicza 106, 89-400 Sępólno Krajeńskie",52.061705,18.800500,,Do zrobienia,,,Tak
ORL-PL-280,Orlen nr 280 (Lwówek Śląski),"ul. Jaśkiewicza 15, 59-600 Lwówek Śląski",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-282,Orlen nr 282 (Bytom),"ul. Chorzowska 90, 41-910 Bytom",50.318894,18.945398,,Do zrobienia,,,Tak
ORL-PL-284,Orlen nr 284 (Biała Podlaska),"ul. Zamkowa 2, 21-500 Biała Podlaska",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-285,Orlen nr 285 (Lubartów),"ul. Leśna 2B, 21-100 Lubartów",51.473987,22.605106,,Do zrobienia,,,Nie
ORL-PL-287,Orlen nr 287 (Kościan),"ul. Śmigielska 62, 64-000 Kościan",52.075626,16.621968,,Do zrobienia,,,Nie
ORL-PL-288,Orlen nr 288 (Złotoryja),"ul. Legnicka 6, 59-500 Złotoryja",52.000000,19.000000,,Do zrobienia,,,Nie
ORL-PL-289,Orlen nr 289 (Strzegom),"ul. Wojska Polskiego 12, 58-150 Strzegom",51.515494,18.592425,,Do zrobienia,,,Tak
ORL-PL-291,Orlen nr 291 (Lublin),"ul. Kunickiego 105, 20-409 Lublin",51.242298,22.540797,,Do zrobienia,,,Nie
ORL-PL-292,Orlen nr 292 (Trzebiatów),"ul. Zagórska 2A, 72-320 Trzebiatów",54.056703,15.259339,,Do zrobienia,,,Nie
ORL-PL-293,Orlen nr 293 (Olecko),"ul. Wojska Polskiego 1, 19-400 Olecko",54.039525,22.497008,,Do zrobienia,,,Nie
ORL-PL-294,Orlen nr 294 (Słubice),"1Maja, 69-100 Słubice",52.348462,14.573173,,Do zrobienia,,,Nie
ORL-PL-295,Orlen nr 295 (Lędziny),"Droga krajowa, 43-143 Lędziny",51.535514,18.630771,,Do zrobienia,,,Tak
ORL-PL-296,Orlen nr 296 (Poniec),"ul. Rydzyńska 1, 64-125 Poniec",51.760228,16.800842,,Do zrobienia,,,Nie
