ID_Punktu,Nazwa_Stacji,Adres,Latitude,Longitude,Handlowiec,Status,Ostatnia_Aktualizacja,Notatki,Audyt
ORL-PL-4439,Orlen nr 4439 (Mszana),"ul. Wodzisławska 97, 44-325 Mszana",49.985641,18.505525,,Do zrobienia,,,Tak
ORL-PL-4440,Orlen nr 4440 (Zakopane),"ul. Krzeptówki Potok 13, 34-500 Zakopane",51.999359,19.167829,,Do zrobienia,,,Tak
ORL-PL-4441,Orlen nr 4441,98-100,51.554592,19.090116,,Do zrobienia,,,Nie
ORL-PL-4442,Orlen nr 4442 (Pruszków),"ul. Bohaterów Warszawy 7, 05-800 Pruszków",52.172666,20.838759,,Do zrobienia,,,Nie
ORL-PL-4443,Orlen nr 4443 (Świętochłowice),"ul. Drogowa Trasa Średnicowa 9, 41-600 Świętochłowice",50.295263,18.895545,,Do zrobienia,,,Nie
ORL-PL-4444,Orlen nr 4444 (Kielce),"ul. Szajnowicza bn, 25-636 Kielce",50.882874,20.577797,,Do zrobienia,,,Nie
ORL-PL-4445,Orlen nr 4445 (Słotwina),"ul. Mała Obwodnica Świdnicy, 58-100 Słotwina",50.833900,16.504494,,Do zrobienia,,,Nie
ORL-PL-4446,Orlen nr 4446 (Białystok),"ul. Generała Stanisława Maczka 47, 15-691 Białystok",53.159072,23.117979,,Do zrobienia,,,Nie
ORL-PL-4447,Orlen nr 4447 (Zamość),"ul. Sadowa 8b, 22-400 Zamość",53.072445,17.820993,,Do zrobienia,,,Nie
ORL-PL-4448,Orlen nr 4448 (Pęcice),"ul. Parkowa 49, 05-806 Pęcice",52.144709,20.848086,,Do zrobienia,,,Nie
ORL-PL-4449,Orlen nr 4449 (Bydgoszcz),"ul. Nakielska 86, 85-358 Bydgoszcz",53.132018,17.946076,,Do zrobienia,,,Nie
ORL-PL-4450,Orlen nr 4450 (Gdańsk),"ul. Budowlanych 61, 80-298 Gdańsk",54.352843,18.482571,,Do zrobienia,,,Tak
ORL-PL-4452,Orlen nr 4452 (Mościska),"ul. Estrady 13A, 05-080 Mościska",52.288101,20.876103,,Do zrobienia,,,Nie
ORL-PL-4453,Orlen nr 4453 (Jarosław),"ul. Sanowa 14, 35-500 Jarosław",52.067348,18.820263,,Do zrobienia,,,Tak
ORL-PL-4454,Orlen nr 4454 (Gorzów Wielkopolski),"ul. Złotego Smoka 1, 66-400 Gorzów Wielkopolski",51.506692,18.710599,,Do zrobienia,,,Tak
ORL-PL-4455,Orlen nr 4455 (Toruń),"ul. Szosa Bydgoska 98 b, 87-100 Toruń",51.997133,19.323267,,Do zrobienia,,,Tak
ORL-PL-4461,Orlen nr 4461 (Morąg),"ul. Pomorska 48, 14-300 Morąg",53.907813,19.935260,,Do zrobienia,,,Tak
ORL-PL-4464,Orlen nr 4464 (Otwock),"ul. Poniatowskiego 14, 05-400 Otwock",52.118511,21.247712,,Do zrobienia,,,Tak
ORL-PL-4470,Orlen nr 4470 (Gdańsk),"ul. Kartuska 502, 80-298 Gdańsk",52.135749,18.711216,,Do zrobienia,,,Tak
ORL-PL-4475,Orlen nr 4475 (Tychy),"ul. Fabryczna 3A, 43-110 Tychy",50.101774,19.006744,,Do zrobienia,,,Tak
ORL-PL-4476,Orlen nr 4476 (Kargowa),"ul. Zielonogorska 1, 66-120 Kargowa",52.069347,15.845794,,Do zrobienia,,,Tak
ORL-PL-4484,Orlen nr 4484 (Toruń),"ul. Marii Skłodowskiej-Curie 88, 87-100 Toruń",51.713209,18.850141,,Do zrobienia,,,Tak
ORL-PL-4485,Orlen nr 4485 (Busewo),"ul. Busewo 11, 88-320 Busewo",52.676189,18.198380,,Do zrobienia,,,Tak
ORL-PL-4488,Orlen nr 4488 (Stare Miasto),"ul. Rychwalska 66, 62-571 Stare Miasto",52.169588,18.213238,,Do zrobienia,,,Nie
ORL-PL-4489,Orlen nr 4489 (Jaworzno),"ul. Wojska Polskiego 2i, 43-600 Jaworzno",50.222571,19.224428,,Do zrobienia,,,Tak
ORL-PL-4491,Orlen nr 4491 (Siedlce),"ul. Partyzantów 16C, 08-110 Siedlce",52.160935,22.260955,,Do zrobienia,,,Tak
ORL-PL-4498,Orlen nr 4498,"51.43845,16.89737",51.438452,16.897372,,Do zrobienia,,,Nie
ORL-PL-4499,Orlen nr 4499,"53.29904,20.43753",53.299038,20.437530,,Do zrobienia,,,Nie
ORL-PL-4500,Orlen nr 4500 (Olsztynek),"ul. Drwęck 100, 11-015 Olsztynek",51.712019,18.628542,,Do zrobienia,,,Tak
ORL-PL-4501,Orlen nr 4501 (Paprotnia),"ul. Paprotnia (S8) 23A, 98-161 Paprotnia",54.401200,18.571200,,Do zrobienia,,,Tak
ORL-PL-4502,Orlen nr 4502 (Rzeszów),"ul. Stanisława Wyspiańskiego 26, 35-111 Rzeszów",50.040380,21.976110,,Do zrobienia,,,Nie
ORL-PL-4504,Orlen nr 4504,59-407,51.072323,16.215302,,Do zrobienia,,,Nie
ORL-PL-4505,Orlen nr 4505,"51.07288,16.21215",51.072882,16.212146,,Do zrobienia,,,Nie
ORL-PL-4508,Orlen nr 4508 (Konin),"ul. Gronostajowa 1, 80-175 Gdańsk",54.344586,18.546225,,Do zrobienia,,,Tak
ORL-PL-4511,Orlen nr 4511 (Bydgoszcz),"ul. Fabryczna 21, 85-734 Bydgoszcz",54.410152,18.553312,,Do zrobienia,,,Tak
ORL-PL-4512,Orlen nr 4512 (Wrocław),"ul. Maślicka 218, 54-104 Wrocław",51.157362,16.920817,,Do zrobienia,,,Tak
ORL-PL-4513,Orlen nr 4513 (Swarożyn),"ul. Wyzwolenia 21c, 83-115 Swarożyn",54.038752,18.682926,,Do zrobienia,,,Tak
ORL-PL-4515,Orlen nr 4515 (Konin),"ul. Spółdzielców 18, 62-510 Konin",51.951847,18.804740,,Do zrobienia,,,Tak
ORL-PL-4519,Orlen nr 4519 (Dylewo),"ul. Dylewo 5b, 87-500 Dylewo",52.071010,18.606796,,Do zrobienia,,,Tak
ORL-PL-4521,Orlen nr 4521 (Opole),"ul. Oświęcimska 98B, 45-641 Opole",50.608908,17.970338,,Do zrobienia,,,Tak
ORL-PL-4525,Orlen nr 4525 (Kraków),"ul. Tadeusza Śliwiaka 34, 30-797 Kraków",50.037556,20.051075,,Do zrobienia,,,Tak
ORL-PL-4529,Orlen nr 4529 (Żory),"ul. Dworcowa 21, 44-240 Żory",51.782634,19.188419,,Do zrobienia,,,Tak
ORL-PL-4530,Orlen nr 4530 (Piotrków Trybunalski),"ul. Sikorskiego 43, 97-300 Piotrków Trybunalski",51.407350,19.646463,,Do zrobienia,,,Tak
ORL-PL-4531,Orlen nr 4531 (Turek),"ul. Aleja NSZZ Solidarności 5, 62-700 Turek",52.023626,18.517184,,Do zrobienia,,,Tak
ORL-PL-4534,Orlen nr 4534,"52.39793,16.63665",52.397933,16.636646,,Do zrobienia,,,Nie
ORL-PL-4537,Orlen nr 4537,"ul. Zamojska 210, 22-460 Szczebrzeszyn",50.709653,23.003749,,Do zrobienia,,,Nie
ORL-PL-4541,Orlen nr 4541 (Mszana Dolna),"ul. św. Maksymiliana Marii Kolbego 22A, 34-730 Mszana Dolna",52.384324,18.734751,,Do zrobienia,,,Tak
ORL-PL-4542,Orlen nr 4542 (Pajęczno),"ul. 1-go Maja 58 C, 98-330 Pajęczno",51.564008,18.745933,,Do zrobienia,,,Tak
ORL-PL-4546,Orlen nr 4546 (Natolin),"ul. Natolin 30A, 92-701 Natolin",52.072932,18.821051,,Do zrobienia,,,Tak
ORL-PL-4549,Orlen nr 4549,"52.83636,17.69055",52.836360,17.690549,,Do zrobienia,,,Nie
ORL-PL-4552,Orlen nr 4552 (Mielno),"ul. Lechitów 30, 76-032 Mielno",54.249798,16.059247,,Do zrobienia,,,Nie
ORL-PL-4553,Orlen nr 4553 (Warzyce),"ul. 0 553, 38-200 Warzyce",52.334835,19.156048,,Do zrobienia,,,Tak
ORL-PL-4554,Orlen nr 4554,"49.95990,20.42524",49.959899,20.425237,,Do zrobienia,,,Nie
ORL-PL-4555,Orlen nr 4555,78-125,53.986261,15.435105,,Do zrobienia,,,Nie
ORL-PL-4557,Orlen nr 4557,"52.09268,16.60951",52.092680,16.609511,,Do zrobienia,,,Nie
ORL-PL-4558,Orlen nr 4558 (Wola Korycka Górna),"ul. Wola Korycka Górna 96A, 08-455 Wola Korycka Górna",52.433970,18.974089,,Do zrobienia,,,Tak
ORL-PL-4562,Orlen nr 4562 (Zwierzyniec),"ul. Biłgorajska 1, 22-470 Zwierzyniec",50.609975,22.964958,,Do zrobienia,,,Nie
ORL-PL-4563,Orlen nr 4563 (Poznań),"ul. Adama Poszwińskiego 4, 60-480 Poznań",52.330702,19.306885,,Do zrobienia,,,Tak
ORL-PL-4564,Orlen nr 4564 (Września),"ul. Gen. Władysława Sikorskiego 56, 62-300 Września",52.324796,17.602266,,Do zrobienia,,,Tak
ORL-PL-4565,Orlen nr 4565,"49.68458,20.05285",49.684581,20.052845,,Do zrobienia,,,Nie
ORL-PL-4566,Orlen nr 4566 (Piszczac),"ul. Włodawska 50, 21-530 Piszczac",51.975395,23.368356,,Do zrobienia,,,Tak
ORL-PL-4567,Orlen nr 4567 (Gogolin),"ul. Krapkowicka 158, 47-320 Gogolin",51.963040,18.895288,,Do zrobienia,,,Tak
ORL-PL-4571,Orlen nr 4571 (Złotoria),"ul. - 212, 16-070 Złotoria",52.115491,19.220437,,Do zrobienia,,,Tak
ORL-PL-4572,Orlen nr 4572 (Tarnowskie Góry),"ul. Obwodnica 35, 42-600 Tarnowskie Góry",50.454048,18.884773,,Do zrobienia,,,Tak
ORL-PL-4573,Orlen nr 4573 (Śmieszkowo),"ul. Wiejska 1, 64-700 Śmieszkowo",51.863268,19.065828,,Do zrobienia,,,Tak
ORL-PL-4576,Orlen nr 4576 (Kobylniki),"ul. Szamotulska 5A, 62-090 Kobylniki",51.775586,19.338946,,Do zrobienia,,,Tak
ORL-PL-4577,Orlen nr 4577 (Bydgoszcz),"ul. Glinki 65, 85-174 Bydgoszcz",52.338980,19.343809,,Do zrobienia,,,Tak
ORL-PL-4578,Orlen nr 4578 (Tarnów),"ul. Błonie 57A, 33-100 Tarnów",52.137357,18.796962,,Do zrobienia,,,Tak
ORL-PL-4581,Orlen nr 4581,"54.47389,18.34116",54.473895,18.341165,,Do zrobienia,,,Nie
ORL-PL-4582,Orlen nr 4582 (Piotrowice),"ul. Piotrowice 67, 05-480 Piotrowice",52.212157,19.173531,,Do zrobienia,,,Tak
ORL-PL-4589,Orlen nr 4589 (Luzino),"ul. Ofiar Stutthofu 51, 84-242 Luzino",54.554446,18.100312,,Do zrobienia,,,Tak
ORL-PL-4590,Orlen nr 4590 (Łany),"ul. Parkowa 1, 55-002 Łany",52.287524,18.878957,,Do zrobienia,,,Tak
ORL-PL-4593,Orlen nr 4593 (Kalisz),"ul. Aleja Generała Władysława Sikorskiego 50, 62-800 Kalisz",51.769974,18.105221,,Do zrobienia,,,Nie
ORL-PL-4595,Orlen nr 4595 (Mieroszów),"ul. Wałbrzyska 20, 58-350 Mieroszów",50.673750,16.198223,,Do zrobienia,,,Tak
ORL-PL-4598,Orlen nr 4598 (Lipiany),"ul. Jedności Narodowej 17E, 74-240 Lipiany",52.011438,18.703972,,Do zrobienia,,,Tak
ORL-PL-4600,Orlen nr 4600 (Poznań),"ul. Jana Pawła II 2, 61-139 Poznań",52.409688,16.955558,,Do zrobienia,,,Nie
ORL-PL-4604,Orlen nr 4604 (Katowice),"ul. Kościuszki 259, 40-608 Katowice",52.122104,19.296766,,Do zrobienia,,,Tak
ORL-PL-4608,Orlen nr 4608,"50.24392,19.02373",50.243922,19.023731,,Do zrobienia,,,Nie
ORL-PL-4609,Orlen nr 4609 (Słubice),"ul. Transportowa 7, 69-100 Słubice",52.336922,14.588863,,Do zrobienia,,,Tak
ORL-PL-4610,Orlen nr 4610 (Kraków),"ul. Opolska 5, 31-275 Kraków",51.677156,18.686699,,Do zrobienia,,,Tak
ORL-PL-4611,Orlen nr 4611 (Racibórz),"ul. Jana Pawła II 17, 47-400 Racibórz",51.774513,19.498309,,Do zrobienia,,,Tak
ORL-PL-4612,Orlen nr 4612 (Cegielnia),"ul. Aleja Jana Pawła II 195, 05-250 Cegielnia",52.397353,21.167191,,Do zrobienia,,,Nie
ORL-PL-4620,Orlen nr 4620,"ul. Aleja Wojska Polskiego 258, 42-200 Częstochowa",50.818868,19.139796,,Do zrobienia,,,Nie
ORL-PL-4629,Orlen nr 4629 (Bydgoszcz),"ul. Fordońska 32, 85-719 Bydgoszcz",53.120311,18.045033,,Do zrobienia,,,Tak
ORL-PL-4630,Orlen nr 4630 (Pomiechówek),"ul. Warszawska 39, 05-180 Pomiechówek",52.470450,20.728349,,Do zrobienia,,,Nie
ORL-PL-4633,Orlen nr 4633 (Kraków),"ul. Gen. Leopolda Okulickiego 61, 31-637 Kraków",50.093074,20.026348,,Do zrobienia,,,Tak
ORL-PL-4635,Orlen nr 4635 (Łomża),"ul. Al. Józefa Piłsudskiego 90, 18-400 Łomża",51.763008,19.418501,,Do zrobienia,,,Tak
ORL-PL-4638,Orlen nr 4638,"53.40430,14.59460",53.404303,14.594599,,Do zrobienia,,,Nie
ORL-PL-4639,Orlen nr 4639 (Kunów),"ul. OSTROWIECKA 12A, 27-415 Kunów",51.859313,19.399660,,Do zrobienia,,,Tak
ORL-PL-4640,Orlen nr 4640 (Gołaszyn),"ul. Gołaszyn 6/3, 67-124 Gołaszyn",52.280294,18.718332,,Do zrobienia,,,Tak
ORL-PL-4643,Orlen nr 4643 (Pszczółki),"ul. Tczewska 22, 83-032 Pszczółki",52.356361,19.321790,,Do zrobienia,,,Tak
ORL-PL-4652,Orlen nr 4652 (Lesko),"ul. Bieszczadzka 4, 38-600 Lesko",49.473393,22.324389,,Do zrobienia,,,Tak
ORL-PL-4655,Orlen nr 4655 (Bieniewo-Parcela),"ul. Parcela 94, 05-870 Bieniewo-Parcela",52.495922,18.784583,,Do zrobienia,,,Tak
ORL-PL-4656,Orlen nr 4656 (Wrocław),"ul. Kiełczowska 76, 51-315 Wrocław",52.262733,18.881157,,Do zrobienia,,,Tak
ORL-PL-4660,Orlen nr 4660 (Zabrze),"ul. Jana Matejki 42, 41-800 Zabrze",50.290910,18.781914,,Do zrobienia,,,Tak
ORL-PL-4661,Orlen nr 4661 (Koszalin),"ul. Holenderska 78, 75-430 Koszalin",51.719441,18.861118,,Do zrobienia,,,Tak
ORL-PL-4662,Orlen nr 4662 (Wołomin),"ul. Armii Krajowej 116, 05-200 Wołomin",52.344384,21.227662,,Do zrobienia,,,Tak
ORL-PL-4663,Orlen nr 4663 (Dołuje),"ul. Lubieszyn 11G, 72-002 Dołuje",52.015273,19.486107,,Do zrobienia,,,Tak
ORL-PL-4667,Orlen nr 4667 (Warlubie),"ul. Starogardzka 1A, 86-160 Warlubie",51.641181,19.404983,,Do zrobienia,,,Tak
ORL-PL-4669,Orlen nr 4669 (Myszków),"ul. Tadeusza Kościuszki 175, 42-300 Myszków",50.585742,19.344452,,Do zrobienia,,,Nie
ORL-PL-4670,Orlen nr 4670 (Chomentowo),"ul. Chomentowo 42, 18-411 Chomentowo",52.182243,19.315164,,Do zrobienia,,,Tak
ORL-PL-4675,Orlen nr 4675,"51.90501,15.58972",51.905012,15.589724,,Do zrobienia,,,Nie
ORL-PL-4676,Orlen nr 4676,"51.90444,15.58681",51.904443,15.586813,,Do zrobienia,,,Nie
ORL-PL-4677,Orlen nr 4677,"51.06850,16.95850",51.068496,16.958501,,Do zrobienia,,,Nie
ORL-PL-4679,Orlen nr 4679 (Nowy Staw),"ul. Mickiewicza 16a, 82-230 Nowy Staw",54.133242,19.004977,,Do zrobienia,,,Tak
ORL-PL-4682,Orlen nr 4682 (Nowiny),"ul. Przemysłowa 4, 26-052 Nowiny",52.044465,19.369614,,Do zrobienia,,,Tak
ORL-PL-4683,Orlen nr 4683 (Sobieszczany-Kolonia),"ul. Sobieszczany Kolonia 213, 24-220 Sobieszczany-Kolonia",52.053726,18.912362,,Do zrobienia,,,Tak
ORL-PL-4685,Orlen nr 4685 (Bochotnica),"ul. Nałęczowska 70K, Bochotnica",51.336004,22.005464,,Do zrobienia,,,Tak
ORL-PL-4692,Orlen nr 4692 (Sokołów Małopolski),"ul. Lubelska 47A, 36-050 Sokołów Małopolski",50.238175,22.124192,,Do zrobienia,,,Nie
ORL-PL-4705,Orlen nr 4705 (Boguszów-Gorce),"ul. Wałbrzyska 8B, 58-370 Boguszów-Gorce",50.757610,16.212954,,Do zrobienia,,,Nie
ORL-PL-4902,Orlen nr 4902 (W ęgorzewo),"ul. Braci Ejsmontów 3 warmi ńsko-mazurskie, 11-600 W ęgorzewo",54.207669,21.748335,,Do zrobienia,,,Nie
ORL-PL-4905,Orlen nr 4905 (Mikołajki),"ul. Promenada warmi ńsko-mazurskie, 11-730 Mikołajki",53.802575,21.551024,,Do zrobienia,,,Nie
ORL-PL-4906,Orlen nr 4906 (Puck),"ul. Lipowa 3c, 84-100 Puck",54.716165,18.406356,,Do zrobienia,,,Nie
ORL-PL-7001,Orlen nr 7001 (Wisła),"ul. Ustrońska 2, 43-460 Wisła",49.668842,18.846782,,Do zrobienia,,,Nie
ORL-PL-7003,Orlen nr 7003 (Międzyrzecz),"ul. Waszkiewicza 69, 66-300 Międzyrzecz",52.461477,15.569997,,Do zrobienia,,,Nie
ORL-PL-7004,Orlen nr 7004,"52.56699,15.79078",52.566993,15.790785,,Do zrobienia,,,Nie
ORL-PL-7005,Orlen nr 7005 (Wadowice),"ul. Batorego 20, 34-100 Wadowice",49.886700,19.484346,,Do zrobienia,,,Nie
ORL-PL-7012,Orlen nr 7012 (Końskie),"ul. Warszawska 49A, 26-200 Końskie",51.201901,20.410161,,Do zrobienia,,,Nie
ORL-PL-7015,Orlen nr 7015 (Jawornik),"ul. Jawornik 447, 32-400 Jawornik",49.865810,19.911388,,Do zrobienia,,,Nie
ORL-PL-7016,Orlen nr 7016 (Jawornik),"ul. Jawornik 586, 32-400 Jawornik",49.865810,19.911388,,Do zrobienia,,,Nie
ORL-PL-7023,Orlen nr 7023 (Krotoszyn),"ul. Koźmińska 124, 63-700 Krotoszyn",51.712787,17.438491,,Do zrobienia,,,Nie
ORL-PL-7025,Orlen nr 7025 (Jelcz-Laskowice),"ul. Oławska 194, 55-220 Jelcz-Laskowice",51.023398,17.324352,,Do zrobienia,,,Nie
ORL-PL-7026,Orlen nr 7026 (Rychwał),"ul. Grodziecka 2A, 62-570 Rychwał",52.067947,18.160404,,Do zrobienia,,,Nie
ORL-PL-7027,Orlen nr 7027 (Łabowa),"ul. - 155, 33-336 Łabowa",49.505722,20.894372,,Do zrobienia,,,Nie
ORL-PL-7031,Orlen nr 7031 (Łososina Dolna),"ul. - 250, 33-314 Łososina Dolna",49.744618,20.626315,,Do zrobienia,,,Nie
ORL-PL-7033,Orlen nr 7033 (Elżbiecin),"ul. 0 33, 28-100 Elżbiecin",50.514994,20.726515,,Do zrobienia,,,Nie
ORL-PL-7035,Orlen nr 7035 (Lipiany),"ul. Lipiany 0, 59-700 Lipiany",51.260170,15.591777,,Do zrobienia,,,Nie
ORL-PL-7037,Orlen nr 7037 (Wolsztyn),"ul. Żródlana 34, 64-200 Wolsztyn",52.121417,16.127615,,Do zrobienia,,,Nie
ORL-PL-7038,Orlen nr 7038 (Niałek Wielki),"ul. Niałek Wielki 137, 64-200 Niałek Wielki",52.114559,16.086137,,Do zrobienia,,,Nie
ORL-PL-7041,Orlen nr 7041 (Buk),"ul. Sw Rocha 62, 64-320 Buk",52.365334,16.534931,,Do zrobienia,,,Nie
ORL-PL-7047,Orlen nr 7047 (Podłopień),"ul. - -, 34-642 Podłopień",49.723633,20.279732,,Do zrobienia,,,Nie
ORL-PL-7053,Orlen nr 7053 (Łowicz),"ul. Bolimowska 75, 99-400 Łowicz",52.102420,19.973450,,Do zrobienia,,,Nie
ORL-PL-7057,Orlen nr 7057 (Zielona Góra),"ul. Al. Zjednoczenia 118, 65-120 Zielona Góra",51.935254,15.501539,,Do zrobienia,,,Nie
ORL-PL-7060,Orlen nr 7060 (Zgorzelec),"ul. Armii Krajowej 71, 59-900 Zgorzelec",51.151663,15.019457,,Do zrobienia,,,Nie
ORL-PL-7066,Orlen nr 7066 (Łącko),"ul. Łącko 64, 33-390 Łącko",49.552233,20.455906,,Do zrobienia,,,Nie
ORL-PL-7069,Orlen nr 7069 (Nowy Sącz),"ul. Lwowska 140, 33-300 Nowy Sącz",49.602746,20.715584,,Do zrobienia,,,Nie
ORL-PL-7072,Orlen nr 7072 (Żabia Wola),"ul. .Przeszkoda 17, 96-321 Żabia Wola",52.040001,20.697422,,Do zrobienia,,,Nie
ORL-PL-7076,Orlen nr 7076 (Ciasna),"ul. Lubliniecka 1, 42-793 Ciasna",50.748524,18.613856,,Do zrobienia,,,Nie
ORL-PL-7079,Orlen nr 7079 (Piotrków Trybunalski),"ul. Sulejowska 134, 97-300 Piotrków Trybunalski",51.424370,19.673816,,Do zrobienia,,,Nie
ORL-PL-7081,Orlen nr 7081 (Kadłubia),"ul. Zielonogórska - obwodnica Żar 78A, 68-200 Kadłubia",51.655873,15.147520,,Do zrobienia,,,Nie
ORL-PL-7086,Orlen nr 7086 (Krzeszowice),"ul. Kościuszki 59, 32-065 Krzeszowice",50.133010,19.632802,,Do zrobienia,,,Nie
ORL-PL-7093,Orlen nr 7093 (Katowice),"ul. Bocheńskiego 99, 40-847 Katowice",50.278201,19.082019,,Do zrobienia,,,Nie
ORL-PL-7094,Orlen nr 7094 (Dębica),"ul. Kościuszki 28, 39-200 Dębica",50.054955,21.433969,,Do zrobienia,,,Nie
ORL-PL-7095,Orlen nr 7095 (Tarnów),"ul. Tuchowska 25, 33-100 Tarnów",49.991227,20.935548,,Do zrobienia,,,Nie
ORL-PL-7101,Orlen nr 7101 (Łomża),"ul. Al. Piłsudskiego 115A, 18-400 Łomża",53.168345,22.084793,,Do zrobienia,,,Nie
ORL-PL-7106,Orlen nr 7106 (Koniecki),"ul. Wojska Polskiego 51, 18-500 Koniecki",53.410536,21.928007,,Do zrobienia,,,Nie
ORL-PL-7108,Orlen nr 7108 (Kraków),"ul. Igołomska/Szymańskiego 30 L, 31-983 Kraków",50.013259,19.966378,,Do zrobienia,,,Nie
ORL-PL-7112,Orlen nr 7112 (Wołomin),"ul. Armii Krajowej 20, 05-200 Wołomin",52.355835,21.255485,,Do zrobienia,,,Nie
ORL-PL-7116,Orlen nr 7116 (Marki),"ul. Fabryczna 84, 05-270 Marki",52.315843,21.118005,,Do zrobienia,,,Nie
ORL-PL-7117,Orlen nr 7117 (Józefów),"Nadwiślańska, 05-410 Józefów",52.141150,21.190475,,Do zrobienia,,,Nie
ORL-PL-7125,Orlen nr 7125 (Michalin),"ul. Michalin 23, 87-731 Michalin",52.795115,18.838878,,Do zrobienia,,,Nie
ORL-PL-7126,Orlen nr 7126 (Porosły),"ul. Porosły 91, 16-006 Porosły",53.148192,23.057876,,Do zrobienia,,,Nie
ORL-PL-7127,Orlen nr 7127 (Marki),"ul. Piłsudskiego 123B, 05-270 Marki",52.365224,21.141735,,Do zrobienia,,,Nie
ORL-PL-7128,Orlen nr 7128 (Chrzanów),"ul. Kroczmiech 22, 32-500 Chrzanów",50.127133,19.367990,,Do zrobienia,,,Nie
ORL-PL-7129,Orlen nr 7129 (Barcin),"ul. Barcin Wieś 1, 88-190 Barcin",52.870016,17.948441,,Do zrobienia,,,Nie
ORL-PL-7136,Orlen nr 7136 (Chociszewo),"ul. gm.Czerwińsk 41B, 09-150 Chociszewo",52.416312,20.380398,,Do zrobienia,,,Nie
ORL-PL-7137,Orlen nr 7137 (Tarnów),"ul. Spokojna 22, 33-100 Tarnów",49.991227,20.935548,,Do zrobienia,,,Nie
ORL-PL-7142,Orlen nr 7142 (Nysa),"ul. Zwycięstwa 2, 48-303 Nysa",50.453266,17.345005,,Do zrobienia,,,Nie
ORL-PL-7143,Orlen nr 7143 (Żmigród),"ul. Parkowa 4a, 55-055 Żmigród",51.480183,16.914710,,Do zrobienia,,,Nie
ORL-PL-7144,Orlen nr 7144 (Nowy Dwór Mazowiecki),"ul. Wólka Górska 67, 05-100 Nowy Dwór Mazowiecki",52.415876,20.749395,,Do zrobienia,,,Nie
ORL-PL-7148,Orlen nr 7148 (Andrychów),"ul. Szewska 46A, 34-120 Andrychów",49.861942,19.324647,,Do zrobienia,,,Nie
ORL-PL-7151,Orlen nr 7151 (Łowicz),"ul. Poznańska 51, 99-400 Łowicz",52.117124,19.965961,,Do zrobienia,,,Nie
ORL-PL-7152,Orlen nr 7152 (Marki),"ul. Majora Billa 1, 05-261 Marki",52.365224,21.141735,,Do zrobienia,,,Nie
ORL-PL-7159,Orlen nr 7159 (Jedlanka),"Jedlanka, 26-660 Jedlanka",51.475541,21.130748,,Do zrobienia,,,Nie
ORL-PL-7170,Orlen nr 7170 (Koluszki),"ul. Towarowa 1A, 95-040 Koluszki",51.737089,19.821889,,Do zrobienia,,,Nie
ORL-PL-7176,Orlen nr 7176 (Sosnowiec),"ul. Braci Mieroszewskich 53, 41-219 Sosnowiec",50.229539,19.164507,,Do zrobienia,,,Nie
ORL-PL-7179,Orlen nr 7179 (Gorzów Wielkopolski),"ul. Franciszka Walczaka 109, 66-400 Gorzów Wielkopolski",52.766022,15.281587,,Do zrobienia,,,Nie
ORL-PL-7180,Orlen nr 7180 (Frydrychowo),"ul. Frydrychowo 56, 87-410 Frydrychowo",53.160762,18.916534,,Do zrobienia,,,Nie
ORL-PL-7184,Orlen nr 7184 (Lipusz),"ul. Lipuska Huta, 83-424 Lipusz",54.087730,17.800871,,Do zrobienia,,,Nie
ORL-PL-7187,Orlen nr 7187 (Chrząstowice),"Droga Krajowa 46, 46-053 Chrząstowice",50.668902,18.068618,,Do zrobienia,,,Nie
ORL-PL-7189,Orlen nr 7189 (Grajewo),"ul. Piłsudskiego 55, 19-200 Grajewo",53.653796,22.454862,,Do zrobienia,,,Nie
ORL-PL-7190,Orlen nr 7190 (Mielec),"ul. Wolności 66, 39-300 Mielec",50.287523,21.403444,,Do zrobienia,,,Nie
ORL-PL-7191,Orlen nr 7191 (Lipno),"ul. Wojska Polskiego 8, 87-600 Lipno",52.851553,19.200187,,Do zrobienia,,,Nie
ORL-PL-7194,Orlen nr 7194 (Kobylniki),"ul. gm.Wyszogród 29a, 09-450 Kobylniki",52.474652,20.222222,,Do zrobienia,,,Nie
ORL-PL-7197,Orlen nr 7197 (Kłobuck),"ul. Górnicza BRAK, 42-100 Kłobuck",50.901569,18.934700,,Do zrobienia,,,Nie
ORL-PL-7199,Orlen nr 7199 (Pogórze),"ul. Pogórze 25, 43-430 Pogórze",49.805065,18.789897,,Do zrobienia,,,Nie
ORL-PL-7200,Orlen nr 7200 (Nidzica),"ul. Rączki 34, 13-100 Nidzica",53.361494,20.414925,,Do zrobienia,,,Nie
ORL-PL-7201,Orlen nr 7201 (Rawa Mazowiecka),"ul. Ścieki 135, 96-200 Rawa Mazowiecka",51.750557,20.242821,,Do zrobienia,,,Nie
ORL-PL-7206,Orlen nr 7206 (Zator),"ul. Wadowicka 61a, 32-640 Zator",49.998150,19.438560,,Do zrobienia,,,Nie
ORL-PL-7207,Orlen nr 7207 (Ostrów Wielkopolski),"Górzno, 63-450 Ostrów Wielkopolski",51.743077,17.830750,,Do zrobienia,,,Nie
ORL-PL-7208,Orlen nr 7208 (Polkowice),"ul. przy szosie 0, 59-100 Polkowice",51.506876,16.062214,,Do zrobienia,,,Nie
ORL-PL-7217,Orlen nr 7217 (Suchożebry),"ul. Siedlecka 7, 08-125 Suchożebry",52.273577,22.247450,,Do zrobienia,,,Nie
